time,value
00:00,2741.350
00:05,2688.610
00:10,2680.960
00:15,2671.110
00:20,2676.430
00:25,2662.710
00:30,2630.960
00:35,2633.420
00:40,2620.890
00:45,2590.440
00:50,2580.640
00:55,2581.150
01:00,2563.630
01:05,2561.700
01:10,2533.230
01:15,2542.840
01:20,2530.760
01:25,2515.030
01:30,2512.810
01:35,2503.140
01:40,2498.230
01:45,2486.220
01:50,2477.370
01:55,2476.910
02:00,2463.840
02:05,2458.870
02:10,2443.270
02:15,2433.850
02:20,2429.170
02:25,2422.240
02:30,2429.890
02:35,2421.800
02:40,2403.750
02:45,2404.300
02:50,2396.530
02:55,2388.870
03:00,2401.100
03:05,2401.960
03:10,2372.940
03:15,2375.490
03:20,2367.130
03:25,2366.740
03:30,2368.520
03:35,2366.690
03:40,2362.230
03:45,2358.050
03:50,2353.250
03:55,2357.830
04:00,2362.260
04:05,2360.850
04:10,2358.910
04:15,2371.660
04:20,2367.460
04:25,2361.400
04:30,2375.840
04:35,2378.820
04:40,2388.300
04:45,2387.570
04:50,2400.480
04:55,2409.960
05:00,2431.960
05:05,2454.390
05:10,2482.230
05:15,2506.940
05:20,2569.490
05:25,2593.520
05:30,2636.070
05:35,2668.500
05:40,2704.080
05:45,2726.690
05:50,2772.730
05:55,2792.770
06:00,2812.100
06:05,2895.760
06:10,2959.610
06:15,3005.600
06:20,3056.770
06:25,3068.590
06:30,3121.470
06:35,3152.650
06:40,3102.460
06:45,3112.240
06:50,3156.160
06:55,3159.550
07:00,3133.100
07:05,3128.220
07:10,3155.040
07:15,3124.690
07:20,3132.280
07:25,3107.570
07:30,3096.830
07:35,3094.710
07:40,3104.560
07:45,3099.250
07:50,3094.470
07:55,3107.910
08:00,3129.820
08:05,3092.410
08:10,3109.720
08:15,3159.020
08:20,3101.660
08:25,3118.700
08:30,3101.630
08:35,3113.200
08:40,3103.210
08:45,3124.990
08:50,3146.070
08:55,3161.490
09:00,3146.680
09:05,3175.300
09:10,3214.590
09:15,3286.960
09:20,3293.700
09:25,3346.680
09:30,3425.010
09:35,3466.510
09:40,3465.870
09:45,3529.460
09:50,3534.290
09:55,3548.990
10:00,3589.780
10:05,3605.300
10:10,3644.400
10:15,3657.160
10:20,3686.660
10:25,3645.650
10:30,3639.040
10:35,3683.920
10:40,3699.530
10:45,3724.220
10:50,3695.800
10:55,3727.190
11:00,3740.810
11:05,3744.930
11:10,3715.090
11:15,3736.870
11:20,3668.420
11:25,3720.800
11:30,3686.310
11:35,3717.970
11:40,3674.410
11:45,3703.160
11:50,3713.890
11:55,3711.670
12:00,3711.610
12:05,3696.600
12:10,3657.700
12:15,3689.210
12:20,3646.730
12:25,3724.430
12:30,3680.730
12:35,3642.940
12:40,3698.070
12:45,3687.990
12:50,3673.340
12:55,3634.070
13:00,3581.470
13:05,3482.150
13:10,3449.200
13:15,3441.920
13:20,3435.950
13:25,3422.040
13:30,3418.930
13:35,3456.050
13:40,3464.630
13:45,3510.360
13:50,3511.210
13:55,3521.510
14:00,3538.250
14:05,3546.690
14:10,3533.200
14:15,3553.360
14:20,3563.820
14:25,3600.980
14:30,3633.390
14:35,3666.340
14:40,3648.080
14:45,3632.530
14:50,3644.870
14:55,3654.300
15:00,3685.550
15:05,3656.600
15:10,3718.580
15:15,3651.440
15:20,3707.560
15:25,3694.070
15:30,3708.720
15:35,3691.010
15:40,3710.370
15:45,3693.320
15:50,3745.150
15:55,3718.500
16:00,3679.890
16:05,3681.120
16:10,3671.060
16:15,3662.340
16:20,3656.550
16:25,3684.030
16:30,3706.000
16:35,3676.240
16:40,3667.450
16:45,3651.400
16:50,3644.980
16:55,3648.530
17:00,3650.790
17:05,3670.910
17:10,3666.800
17:15,3691.730
17:20,3691.520
17:25,3675.610
17:30,3631.330
17:35,3668.280
17:40,3673.620
17:45,3633.520
17:50,3662.110
17:55,3620.820
18:00,3643.660
18:05,3634.750
18:10,3614.760
18:15,3551.580
18:20,3600.840
18:25,3564.330
18:30,3589.240
18:35,3573.190
18:40,3644.780
18:45,3640.680
18:50,3667.730
18:55,3693.310
19:00,3725.190
19:05,3687.090
19:10,3726.520
19:15,3726.870
19:20,3700.550
19:25,3681.690
19:30,3660.490
19:35,3697.810
19:40,3655.120
19:45,3669.630
19:50,3672.650
19:55,3627.550
20:00,3600.050
20:05,3567.150
20:10,3556.960
20:15,3565.310
20:20,3494.710
20:25,3483.900
20:30,3472.120
20:35,3492.480
20:40,3456.330
20:45,3419.650
20:50,3405.300
20:55,3385.510
21:00,3361.270
21:05,3319.420
21:10,3303.120
21:15,3285.380
21:20,3286.750
21:25,3321.700
21:30,3296.410
21:35,3242.300
21:40,3261.460
21:45,3281.790
21:50,3270.930
21:55,3261.970
22:00,3247.570
22:05,3239.040
22:10,3246.810
22:15,3226.560
22:20,3237.760
22:25,3216.130
22:30,3182.420
22:35,3160.250
22:40,3161.700
22:45,3160.970
22:50,3140.370
22:55,3119.810
23:00,3105.050
23:05,3062.760
23:10,3057.180
23:15,3050.040
23:20,3039.600
23:25,3022.090
23:30,3015.260
23:35,3003.490
23:40,2984.870
23:45,2968.330
23:50,2918.740
23:55,2931.430
