Date,Hour,Load
29-06-2018,5,4157.760
29-06-2018,6,3971.130
29-06-2018,7,3926.780
29-06-2018,8,3928.480
29-06-2018,9,4088.590
29-06-2018,10,4704.680
29-06-2018,11,4976.620
29-06-2018,12,5160.060
29-06-2018,13,5191.640
29-06-2018,14,5273.040
29-06-2018,15,5395.130
29-06-2018,16,5171.500
29-06-2018,17,5091.730
29-06-2018,18,4874.900
29-06-2018,19,4794.230
29-06-2018,20,4940.210
29-06-2018,21,4967.250
29-06-2018,22,5109.260
29-06-2018,23,5366.600
30-06-2018,0,5344.460
30-06-2018,1,5073.850
30-06-2018,2,4821.020
30-06-2018,3,4589.580
30-06-2018,4,4392.560
30-06-2018,5,4161.550
30-06-2018,6,3911.490
30-06-2018,7,3897.210
30-06-2018,8,3921.750
30-06-2018,9,4304.920
30-06-2018,10,4546.250
30-06-2018,11,4843.220
30-06-2018,12,4960.810
30-06-2018,13,4974.540
30-06-2018,14,5075.370
30-06-2018,15,5161.100
30-06-2018,16,4984.330
30-06-2018,17,4980.270
30-06-2018,18,4857.380
30-06-2018,19,4724.160
30-06-2018,20,4913.230
30-06-2018,21,5009.060
30-06-2018,22,5308.650
30-06-2018,23,5621.900
01-07-2018,0,5543.430
01-07-2018,1,5273.520
01-07-2018,2,5047.780
01-07-2018,3,4792.980
01-07-2018,4,4598.620
01-07-2018,5,4335.520
01-07-2018,6,4108.500
01-07-2018,7,3983.370
01-07-2018,8,3902.430
01-07-2018,9,3861.830
01-07-2018,10,4132.650
01-07-2018,11,4431.320
01-07-2018,12,4627.220
01-07-2018,13,4722.020
01-07-2018,14,4962.460
01-07-2018,15,5188.800
01-07-2018,16,5181.930
01-07-2018,17,4995.550
01-07-2018,18,4693.830
01-07-2018,19,4483.950
01-07-2018,20,4813.430
01-07-2018,21,5022.460
01-07-2018,22,5450.640
01-07-2018,23,5758.540
02-07-2018,0,5711.150
02-07-2018,1,5432.290
02-07-2018,2,5188.960
02-07-2018,3,4909.200
02-07-2018,4,4735.720
02-07-2018,5,4480.780
02-07-2018,6,4203.190
02-07-2018,7,4015.060
02-07-2018,8,4049.260
02-07-2018,9,4264.260
02-07-2018,10,4880.340
02-07-2018,11,5089.820
02-07-2018,12,5286.790
02-07-2018,13,5345.500
02-07-2018,14,5632.450
02-07-2018,15,6073.660
02-07-2018,16,6123.040
02-07-2018,17,5891.060
02-07-2018,18,5451.780
02-07-2018,19,5155.110
02-07-2018,20,4502.080
02-07-2018,21,4315.900
02-07-2018,22,4792.340
02-07-2018,23,5176.930
03-07-2018,0,5156.870
03-07-2018,1,4920.870
03-07-2018,2,4701.050
03-07-2018,3,4487.390
03-07-2018,4,4282.880
03-07-2018,5,4082.980
03-07-2018,6,3896.600
03-07-2018,7,3883.560
03-07-2018,8,3933.260
03-07-2018,9,4044.750
03-07-2018,10,4806.780
03-07-2018,11,5112.930
03-07-2018,12,5229.090
03-07-2018,13,5226.320
03-07-2018,14,5427.210
03-07-2018,15,5862.310
03-07-2018,16,5663.480
03-07-2018,17,5539.210
03-07-2018,18,5306.760
03-07-2018,19,4987.900
03-07-2018,20,4993.040
03-07-2018,21,5090.000
03-07-2018,22,5577.110
03-07-2018,23,5968.200
04-07-2018,0,5817.090
04-07-2018,1,5450.350
04-07-2018,2,5195.600
04-07-2018,3,4934.490
04-07-2018,4,4655.640
04-07-2018,5,4425.780
04-07-2018,6,4136.630
04-07-2018,7,3934.430
04-07-2018,8,3834.240
04-07-2018,9,4045.580
04-07-2018,10,4708.580
04-07-2018,11,4996.820
04-07-2018,12,5127.490
04-07-2018,13,5163.450
04-07-2018,14,5309.870
04-07-2018,15,5716.700
04-07-2018,16,5753.790
04-07-2018,17,5532.250
04-07-2018,18,5163.140
04-07-2018,19,4960.950
04-07-2018,20,5064.260
04-07-2018,21,5189.620
04-07-2018,22,5641.570
04-07-2018,23,5955.790
05-07-2018,0,5807.880
05-07-2018,1,5472.970
05-07-2018,2,5166.820
05-07-2018,3,4887.470
05-07-2018,4,4572.720
05-07-2018,5,4379.690
05-07-2018,6,4115.830
05-07-2018,7,4113.170
05-07-2018,8,4105.260
05-07-2018,9,4329.010
05-07-2018,10,5028.150
05-07-2018,11,5293.950
05-07-2018,12,5500.590
05-07-2018,13,5626.280
05-07-2018,14,5800.550
05-07-2018,15,6193.220
05-07-2018,16,5256.900
05-07-2018,17,5261.790
05-07-2018,18,5215.920
05-07-2018,19,4985.980
05-07-2018,20,5027.660
05-07-2018,21,5147.620
05-07-2018,22,5591.240
05-07-2018,23,5913.330
06-07-2018,0,5717.740
06-07-2018,1,5400.520
06-07-2018,2,5086.490
06-07-2018,3,4827.610
06-07-2018,4,4624.500
06-07-2018,5,4388.850
06-07-2018,6,4152.820
06-07-2018,7,4226.210
06-07-2018,8,4241.860
06-07-2018,9,4435.960
06-07-2018,10,5107.250
06-07-2018,11,5413.180
06-07-2018,12,5490.120
06-07-2018,13,5490.780
06-07-2018,14,5686.970
06-07-2018,15,6072.750
06-07-2018,16,6093.070
06-07-2018,17,5690.390
06-07-2018,18,5387.380
06-07-2018,19,5072.700
06-07-2018,20,5226.080
06-07-2018,21,5274.920
06-07-2018,22,5757.020
06-07-2018,23,6052.290
07-07-2018,0,5965.330
07-07-2018,1,5709.930
07-07-2018,2,5424.710
07-07-2018,3,5134.890
07-07-2018,4,4859.280
07-07-2018,5,4590.230
07-07-2018,6,4315.830
07-07-2018,7,4226.160
07-07-2018,8,4196.160
07-07-2018,9,4317.650
07-07-2018,10,4859.250
07-07-2018,11,5110.450
07-07-2018,12,5274.960
07-07-2018,13,5411.140
07-07-2018,14,5600.290
07-07-2018,15,5942.880
07-07-2018,16,5866.840
07-07-2018,17,5712.390
07-07-2018,18,5281.660
07-07-2018,19,4992.910
07-07-2018,20,5145.630
07-07-2018,21,5268.480
07-07-2018,22,5689.540
07-07-2018,23,6058.430
08-07-2018,0,6056.430
08-07-2018,1,5790.700
08-07-2018,2,5571.960
08-07-2018,3,5315.840
08-07-2018,4,5091.210
08-07-2018,5,4859.050
08-07-2018,6,4475.580
08-07-2018,7,4363.510
08-07-2018,8,4205.480
08-07-2018,9,4247.370
08-07-2018,10,4527.090
08-07-2018,11,4759.020
08-07-2018,12,4992.430
08-07-2018,13,5070.270
08-07-2018,14,5328.590
08-07-2018,15,5659.700
08-07-2018,16,5619.460
08-07-2018,17,5420.660
08-07-2018,18,5041.390
08-07-2018,19,4857.070
08-07-2018,20,5097.710
08-07-2018,21,5483.660
08-07-2018,22,6066.410
08-07-2018,23,6372.670
09-07-2018,0,6352.650
09-07-2018,1,6116.420
09-07-2018,2,5881.810
09-07-2018,3,5653.780
09-07-2018,4,5384.170
09-07-2018,5,5153.790
09-07-2018,6,4824.410
09-07-2018,7,4664.860
09-07-2018,8,4695.730
09-07-2018,9,4951.780
09-07-2018,10,5585.810
09-07-2018,11,5855.880
09-07-2018,12,5973.160
09-07-2018,13,6153.420
09-07-2018,14,6342.280
09-07-2018,15,6923.770
09-07-2018,16,6726.840
09-07-2018,17,6093.050
09-07-2018,18,5723.490
09-07-2018,19,5533.890
09-07-2018,20,5830.400
09-07-2018,21,6200.520
09-07-2018,22,6560.210
09-07-2018,23,6573.190
10-07-2018,0,6429.650
10-07-2018,1,6064.890
10-07-2018,2,5825.000
10-07-2018,3,5586.460
10-07-2018,4,5327.730
10-07-2018,5,5083.240
10-07-2018,6,4760.210
10-07-2018,7,4653.820
10-07-2018,8,4602.080
10-07-2018,9,4843.620
10-07-2018,10,5503.230
10-07-2018,11,5856.070
10-07-2018,12,6070.370
10-07-2018,13,6213.820
10-07-2018,14,6426.260
10-07-2018,15,6892.250
10-07-2018,16,6874.680
10-07-2018,17,6549.600
10-07-2018,18,6142.440
10-07-2018,19,5842.210
10-07-2018,20,5890.530
10-07-2018,21,6151.430
10-07-2018,22,6393.100
10-07-2018,23,6577.150
11-07-2018,0,6382.960
11-07-2018,1,6128.420
11-07-2018,2,5860.920
11-07-2018,3,5596.440
11-07-2018,4,5349.030
11-07-2018,5,5109.860
11-07-2018,6,4809.740
11-07-2018,7,4674.850
11-07-2018,8,4684.580
11-07-2018,9,4876.300
11-07-2018,10,5562.750
11-07-2018,11,5783.780
11-07-2018,12,6026.570
11-07-2018,13,6086.240
11-07-2018,14,6234.520
11-07-2018,15,6503.420
11-07-2018,16,6379.400
11-07-2018,17,6039.580
11-07-2018,18,5584.400
11-07-2018,19,5316.500
11-07-2018,20,5460.580
11-07-2018,21,5623.160
11-07-2018,22,6069.220
11-07-2018,23,6337.440
12-07-2018,0,6131.490
12-07-2018,1,5814.120
12-07-2018,2,5533.460
12-07-2018,3,5229.980
12-07-2018,4,5010.710
12-07-2018,5,4775.300
12-07-2018,6,4481.800
12-07-2018,7,4406.590
12-07-2018,8,4395.520
12-07-2018,9,4616.700
12-07-2018,10,5271.250
12-07-2018,11,5521.480
12-07-2018,12,5746.830
12-07-2018,13,5746.030
12-07-2018,14,6024.950
12-07-2018,15,6565.400
12-07-2018,16,6545.500
12-07-2018,17,6260.490
12-07-2018,18,5856.250
12-07-2018,19,5590.740
12-07-2018,20,5725.680
12-07-2018,21,5577.910
12-07-2018,22,5920.400
12-07-2018,23,6198.290
13-07-2018,0,6031.480
13-07-2018,1,5685.450
13-07-2018,2,5389.630
13-07-2018,3,5112.040
13-07-2018,4,4895.090
13-07-2018,5,4618.050
13-07-2018,6,4359.540
13-07-2018,7,4292.010
13-07-2018,8,4380.700
13-07-2018,9,4591.250
13-07-2018,10,5236.730
13-07-2018,11,5501.990
13-07-2018,12,5491.710
13-07-2018,13,5431.140
13-07-2018,14,5641.290
13-07-2018,15,5726.020
13-07-2018,16,4967.420
13-07-2018,17,4765.140
13-07-2018,18,4778.520
13-07-2018,19,4774.740
13-07-2018,20,4852.880
13-07-2018,21,4800.440
13-07-2018,22,5143.370
13-07-2018,23,5368.180
14-07-2018,0,5190.450
14-07-2018,1,4877.830
14-07-2018,2,4718.910
14-07-2018,3,4495.630
14-07-2018,4,4314.610
14-07-2018,5,4139.830
14-07-2018,6,3939.860
14-07-2018,7,3883.210
14-07-2018,8,3855.570
14-07-2018,9,4030.780
14-07-2018,10,4493.880
14-07-2018,11,4741.910
14-07-2018,12,4914.930
14-07-2018,13,4717.620
14-07-2018,14,4681.920
14-07-2018,15,4943.370
14-07-2018,16,4942.560
14-07-2018,17,4818.340
14-07-2018,18,4635.620
14-07-2018,19,4546.470
14-07-2018,20,4695.770
14-07-2018,21,4734.190
14-07-2018,22,4961.330
14-07-2018,23,5233.370
15-07-2018,0,5164.520
15-07-2018,1,4884.980
15-07-2018,2,4624.640
15-07-2018,3,4391.020
15-07-2018,4,4198.920
15-07-2018,5,4098.520
15-07-2018,6,3906.630
15-07-2018,7,3828.730
15-07-2018,8,3741.990
15-07-2018,9,3726.130
15-07-2018,10,4058.210
15-07-2018,11,4363.550
15-07-2018,12,4644.540
15-07-2018,13,4703.510
15-07-2018,14,4926.880
15-07-2018,15,5113.940
15-07-2018,16,5018.820
15-07-2018,17,4766.150
15-07-2018,18,4580.900
15-07-2018,19,4405.540
15-07-2018,20,4830.510
15-07-2018,21,5056.200
15-07-2018,22,5472.480
15-07-2018,23,5759.970
16-07-2018,0,5660.120
16-07-2018,1,5335.740
16-07-2018,2,5063.190
16-07-2018,3,4803.880
16-07-2018,4,4540.450
16-07-2018,5,4394.010
16-07-2018,6,4215.820
16-07-2018,7,4210.680
16-07-2018,8,4278.530
16-07-2018,9,4530.840
16-07-2018,10,5158.910
16-07-2018,11,5347.260
16-07-2018,12,5391.400
16-07-2018,13,5249.210
16-07-2018,14,5125.580
16-07-2018,15,5155.390
16-07-2018,16,5260.200
16-07-2018,17,5132.030
16-07-2018,18,4925.450
16-07-2018,19,4880.100
16-07-2018,20,5094.500
16-07-2018,21,5126.000
16-07-2018,22,5466.420
16-07-2018,23,5663.160
17-07-2018,0,5446.200
17-07-2018,1,5105.130
17-07-2018,2,4846.690
17-07-2018,3,4640.200
17-07-2018,4,4447.460
17-07-2018,5,4257.020
17-07-2018,6,4110.910
17-07-2018,7,4097.440
17-07-2018,8,4187.990
17-07-2018,9,4431.010
17-07-2018,10,5007.740
17-07-2018,11,5253.940
17-07-2018,12,5433.010
17-07-2018,13,5378.740
17-07-2018,14,5575.790
17-07-2018,15,5939.870
17-07-2018,16,5911.010
17-07-2018,17,5721.700
17-07-2018,18,5406.140
17-07-2018,19,5268.450
17-07-2018,20,5447.610
17-07-2018,21,5628.270
17-07-2018,22,6036.140
17-07-2018,23,6216.210
18-07-2018,0,5956.480
18-07-2018,1,5585.340
18-07-2018,2,5355.570
18-07-2018,3,5101.060
18-07-2018,4,4879.570
18-07-2018,5,4669.310
18-07-2018,6,4466.010
18-07-2018,7,4470.110
18-07-2018,8,4520.430
18-07-2018,9,4699.220
18-07-2018,10,5257.510
18-07-2018,11,5509.410
18-07-2018,12,5672.210
18-07-2018,13,5667.380
18-07-2018,14,5868.860
18-07-2018,15,6270.540
18-07-2018,16,6154.650
18-07-2018,17,5899.580
18-07-2018,18,5340.490
18-07-2018,19,5138.640
18-07-2018,20,5328.160
18-07-2018,21,5378.050
18-07-2018,22,5758.900
18-07-2018,23,5977.570
19-07-2018,0,5777.700
19-07-2018,1,5475.100
19-07-2018,2,5249.160
19-07-2018,3,5007.110
19-07-2018,4,4772.200
19-07-2018,5,4574.930
19-07-2018,6,4331.900
19-07-2018,7,4341.430
19-07-2018,8,4366.080
19-07-2018,9,4546.670
19-07-2018,10,5174.860
19-07-2018,11,5514.320
19-07-2018,12,5588.370
19-07-2018,13,5683.610
19-07-2018,14,5886.390
19-07-2018,15,6362.020
19-07-2018,16,6301.470
19-07-2018,17,6064.690
19-07-2018,18,5670.230
19-07-2018,19,5215.840
19-07-2018,20,5433.950
19-07-2018,21,5558.530
19-07-2018,22,5961.700
19-07-2018,23,6221.740
20-07-2018,0,6034.130
20-07-2018,1,5645.780
20-07-2018,2,5390.700
20-07-2018,3,5121.550
20-07-2018,4,4865.500
20-07-2018,5,4603.070
20-07-2018,6,4376.190
20-07-2018,7,4325.460
20-07-2018,8,4360.710
20-07-2018,9,4440.040
20-07-2018,10,4963.990
20-07-2018,11,5006.610
20-07-2018,12,5138.910
20-07-2018,13,5058.540
20-07-2018,14,5283.260
20-07-2018,15,5587.100
20-07-2018,16,5687.850
20-07-2018,17,5545.010
20-07-2018,18,5267.010
20-07-2018,19,5103.120
20-07-2018,20,5208.390
20-07-2018,21,5237.920
20-07-2018,22,5457.720
20-07-2018,23,5713.660
21-07-2018,0,5561.360
21-07-2018,1,5215.020
21-07-2018,2,4990.200
21-07-2018,3,4762.240
21-07-2018,4,4516.830
21-07-2018,5,4351.850
21-07-2018,6,4169.700
21-07-2018,7,4151.420
21-07-2018,8,4135.600
21-07-2018,9,4194.280
21-07-2018,10,4733.110
21-07-2018,11,4983.510
21-07-2018,12,5215.460
21-07-2018,13,5185.820
21-07-2018,14,4964.060
21-07-2018,15,4997.050
21-07-2018,16,4971.050
21-07-2018,17,4813.080
21-07-2018,18,4707.410
21-07-2018,19,4674.660
21-07-2018,20,4701.130
21-07-2018,21,4596.160
21-07-2018,22,4812.340
21-07-2018,23,5003.380
22-07-2018,0,4903.190
22-07-2018,1,4665.860
22-07-2018,2,4417.670
22-07-2018,3,4228.600
22-07-2018,4,4061.430
22-07-2018,5,3935.670
22-07-2018,6,3750.780
22-07-2018,7,3748.180
22-07-2018,8,3712.980
22-07-2018,9,3728.280
22-07-2018,10,3929.960
22-07-2018,11,4094.050
22-07-2018,12,4391.250
22-07-2018,13,4474.440
22-07-2018,14,4457.600
22-07-2018,15,4681.520
22-07-2018,16,4319.090
22-07-2018,17,4218.720
22-07-2018,18,4150.450
22-07-2018,19,4251.750
22-07-2018,20,4466.060
22-07-2018,21,4558.440
22-07-2018,22,4843.450
22-07-2018,23,4995.910
23-07-2018,0,4864.480
23-07-2018,1,4561.320
23-07-2018,2,4342.240
23-07-2018,3,4147.400
23-07-2018,4,3959.470
23-07-2018,5,3797.810
23-07-2018,6,3722.980
23-07-2018,7,3772.390
23-07-2018,8,3825.430
23-07-2018,9,4066.730
23-07-2018,10,4722.440
23-07-2018,11,5022.600
23-07-2018,12,5109.740
23-07-2018,13,5083.850
23-07-2018,14,5184.440
23-07-2018,15,5457.480
23-07-2018,16,5440.570
23-07-2018,17,5264.350
23-07-2018,18,4940.300
23-07-2018,19,4785.100
23-07-2018,20,4937.560
23-07-2018,21,4935.700
23-07-2018,22,5335.350
23-07-2018,23,5555.210
24-07-2018,0,5395.220
24-07-2018,1,5028.120
24-07-2018,2,4781.710
24-07-2018,3,4549.020
24-07-2018,4,4318.440
24-07-2018,5,4148.540
24-07-2018,6,4050.780
24-07-2018,7,4095.710
24-07-2018,8,4133.570
24-07-2018,9,4362.280
24-07-2018,10,4983.780
24-07-2018,11,5256.090
24-07-2018,12,5321.460
24-07-2018,13,5246.290
24-07-2018,14,5443.230
24-07-2018,15,5728.750
24-07-2018,16,5819.250
24-07-2018,17,5606.730
24-07-2018,18,5289.160
24-07-2018,19,5172.220
24-07-2018,20,5322.090
24-07-2018,21,5409.670
24-07-2018,22,5804.400
24-07-2018,23,5989.580
25-07-2018,0,5734.420
25-07-2018,1,5357.300
25-07-2018,2,5106.900
25-07-2018,3,4874.200
25-07-2018,4,4631.260
25-07-2018,5,4418.310
25-07-2018,6,4235.660
25-07-2018,7,4208.630
25-07-2018,8,4203.490
25-07-2018,9,4347.340
25-07-2018,10,4897.570
25-07-2018,11,5043.440
25-07-2018,12,5102.570
25-07-2018,13,4979.870
25-07-2018,14,5120.980
25-07-2018,15,5462.240
25-07-2018,16,5449.460
25-07-2018,17,5243.800
25-07-2018,18,5039.480
25-07-2018,19,4930.670
25-07-2018,20,5023.970
25-07-2018,21,4969.670
25-07-2018,22,5298.610
25-07-2018,23,5506.740
26-07-2018,0,5305.080
26-07-2018,1,4965.080
26-07-2018,2,4716.080
26-07-2018,3,4457.060
26-07-2018,4,4248.790
26-07-2018,5,4052.100
26-07-2018,6,3921.090
26-07-2018,7,3976.470
26-07-2018,8,3792.490
26-07-2018,9,3895.280
26-07-2018,10,4273.800
26-07-2018,11,4469.600
26-07-2018,12,4569.710
26-07-2018,13,4546.820
26-07-2018,14,4553.960
26-07-2018,15,4741.600
26-07-2018,16,4732.170
26-07-2018,17,4621.370
26-07-2018,18,4553.900
26-07-2018,19,4493.370
26-07-2018,20,4561.080
26-07-2018,21,4381.630
26-07-2018,22,4506.810
26-07-2018,23,4536.840
27-07-2018,0,4409.970
27-07-2018,1,4147.520
27-07-2018,2,3904.380
27-07-2018,3,3658.530
27-07-2018,4,3521.410
27-07-2018,5,3419.160
27-07-2018,6,3444.840
27-07-2018,7,3569.960
27-07-2018,8,3659.970
27-07-2018,9,3803.670
27-07-2018,10,4381.830
27-07-2018,11,4595.500
27-07-2018,12,4655.430
27-07-2018,13,4549.750
27-07-2018,14,4508.780
27-07-2018,15,4658.750
27-07-2018,16,4599.710
27-07-2018,17,4582.780
27-07-2018,18,4452.080
27-07-2018,19,4371.370
27-07-2018,20,4329.830
27-07-2018,21,4169.780
27-07-2018,22,4222.800
27-07-2018,23,4299.440
28-07-2018,0,4123.920
28-07-2018,1,3903.270
28-07-2018,2,3701.190
28-07-2018,3,3526.390
28-07-2018,4,3391.790
28-07-2018,5,3318.130
28-07-2018,6,3312.250
28-07-2018,7,3419.530
28-07-2018,8,3477.060
28-07-2018,9,3620.660
28-07-2018,10,4004.670
28-07-2018,11,4235.410
28-07-2018,12,4292.500
28-07-2018,13,4199.170
28-07-2018,14,4232.770
28-07-2018,15,4447.880
28-07-2018,16,4396.370
28-07-2018,17,4335.530
28-07-2018,18,4163.520
28-07-2018,19,4053.410
28-07-2018,20,4128.650
28-07-2018,21,4005.550
28-07-2018,22,4079.380
28-07-2018,23,4138.230
29-07-2018,0,4041.350
29-07-2018,1,3822.300
29-07-2018,2,3665.320
29-07-2018,3,3506.400
29-07-2018,4,3392.540
29-07-2018,5,3282.720
29-07-2018,6,3225.450
29-07-2018,7,3263.300
29-07-2018,8,3332.920
29-07-2018,9,3367.130
29-07-2018,10,3709.390
29-07-2018,11,3847.060
29-07-2018,12,4133.170
29-07-2018,13,4143.030
29-07-2018,14,4208.610
29-07-2018,15,4340.740
29-07-2018,16,4530.160
29-07-2018,17,4347.710
29-07-2018,18,4181.020
29-07-2018,19,4106.840
29-07-2018,20,4592.880
29-07-2018,21,4718.050
29-07-2018,22,5034.210
29-07-2018,23,5292.350
30-07-2018,0,4803.080
30-07-2018,1,4323.670
30-07-2018,2,4158.900
30-07-2018,3,3983.040
30-07-2018,4,3811.630
30-07-2018,5,3659.750
30-07-2018,6,3677.430
30-07-2018,7,3718.570
30-07-2018,8,3695.380
30-07-2018,9,3879.890
30-07-2018,10,4418.160
30-07-2018,11,4764.180
30-07-2018,12,4819.700
30-07-2018,13,4778.480
30-07-2018,14,4931.370
30-07-2018,15,5272.080
30-07-2018,16,5219.580
30-07-2018,17,5146.110
30-07-2018,18,4948.870
30-07-2018,19,4827.550
30-07-2018,20,4995.960
30-07-2018,21,5075.110
30-07-2018,22,5430.560
30-07-2018,23,5597.240
31-07-2018,0,5389.360
31-07-2018,1,4979.520
31-07-2018,2,4675.630
31-07-2018,3,4406.560
31-07-2018,4,4167.580
31-07-2018,5,3974.470
31-07-2018,6,3886.570
31-07-2018,7,3866.160
31-07-2018,8,3898.460
31-07-2018,9,4067.990
31-07-2018,10,4589.770
31-07-2018,11,4787.120
31-07-2018,12,4907.990
31-07-2018,13,4813.400
31-07-2018,14,4896.670
31-07-2018,15,5222.390
31-07-2018,16,5265.430
31-07-2018,17,5186.360
31-07-2018,18,5020.200
31-07-2018,19,4921.310
31-07-2018,20,5089.500
31-07-2018,21,5151.630
31-07-2018,22,5214.920
31-07-2018,23,5122.770
01-08-2018,0,4822.880
01-08-2018,1,4474.650
01-08-2018,2,4305.280
01-08-2018,3,4111.690
01-08-2018,4,3983.310
01-08-2018,5,3861.050
01-08-2018,6,3746.920
01-08-2018,7,3831.720
01-08-2018,8,3846.840
01-08-2018,9,4041.480
01-08-2018,10,4559.460
01-08-2018,11,4801.620
01-08-2018,12,4937.090
01-08-2018,13,5000.840
01-08-2018,14,5146.700
01-08-2018,15,5515.560
01-08-2018,16,5423.520
01-08-2018,17,5415.490
01-08-2018,18,5047.110
01-08-2018,19,4956.500
01-08-2018,20,5154.380
01-08-2018,21,5176.590
01-08-2018,22,5528.150
01-08-2018,23,5742.080
02-08-2018,0,5528.600
02-08-2018,1,5149.090
02-08-2018,2,4865.920
02-08-2018,3,4577.260
02-08-2018,4,4340.190
02-08-2018,5,4110.120
02-08-2018,6,3952.600
02-08-2018,7,3982.170
02-08-2018,8,3985.770
02-08-2018,9,4094.330
02-08-2018,10,4713.970
02-08-2018,11,4919.680
02-08-2018,12,5048.520
02-08-2018,13,5049.390
02-08-2018,14,5278.820
02-08-2018,15,5729.790
02-08-2018,16,5724.640
02-08-2018,17,5569.050
02-08-2018,18,5258.490
02-08-2018,19,5068.940
02-08-2018,20,5233.350
02-08-2018,21,5287.600
02-08-2018,22,5691.440
02-08-2018,23,5893.360
03-08-2018,0,5642.910
03-08-2018,1,5253.330
03-08-2018,2,4978.390
03-08-2018,3,4684.220
03-08-2018,4,4440.450
03-08-2018,5,4243.450
03-08-2018,6,4077.790
03-08-2018,7,4066.830
03-08-2018,8,4028.120
03-08-2018,9,4216.250
03-08-2018,10,4754.900
03-08-2018,11,4946.260
03-08-2018,12,5149.820
03-08-2018,13,5126.040
03-08-2018,14,5209.730
03-08-2018,15,5558.960
03-08-2018,16,5502.840
03-08-2018,17,5365.730
03-08-2018,18,5136.040
03-08-2018,19,4964.420
03-08-2018,20,5063.590
03-08-2018,21,5113.820
03-08-2018,22,5396.730
03-08-2018,23,5595.420
04-08-2018,0,5476.570
04-08-2018,1,5123.870
04-08-2018,2,4864.180
04-08-2018,3,4596.860
04-08-2018,4,4370.940
04-08-2018,5,4189.270
04-08-2018,6,3987.850
04-08-2018,7,3921.820
04-08-2018,8,3823.090
04-08-2018,9,3959.450
04-08-2018,10,4392.370
04-08-2018,11,4623.620
04-08-2018,12,4787.340
04-08-2018,13,4811.340
04-08-2018,14,4977.860
04-08-2018,15,5274.640
04-08-2018,16,5282.650
04-08-2018,17,5107.250
04-08-2018,18,4940.530
04-08-2018,19,4780.150
04-08-2018,20,4913.560
04-08-2018,21,5032.380
04-08-2018,22,5341.130
04-08-2018,23,5650.360
05-08-2018,0,5517.160
05-08-2018,1,5197.470
05-08-2018,2,4933.680
05-08-2018,3,4639.230
05-08-2018,4,4401.830
05-08-2018,5,4200.800
05-08-2018,6,4038.390
05-08-2018,7,3688.650
05-08-2018,8,3794.630
05-08-2018,9,3749.760
05-08-2018,10,4008.950
05-08-2018,11,4243.820
05-08-2018,12,4383.920
05-08-2018,13,4372.130
05-08-2018,14,4429.660
05-08-2018,15,4539.450
05-08-2018,16,4429.150
05-08-2018,17,4294.760
05-08-2018,18,4290.730
05-08-2018,19,4352.330
05-08-2018,20,4586.660
05-08-2018,21,4690.130
05-08-2018,22,4986.690
05-08-2018,23,5203.870
06-08-2018,0,5045.870
06-08-2018,1,4730.400
06-08-2018,2,4506.300
06-08-2018,3,4278.920
06-08-2018,4,4113.990
06-08-2018,5,3952.470
06-08-2018,6,3855.470
06-08-2018,7,3896.710
06-08-2018,8,3918.900
06-08-2018,9,4076.050
06-08-2018,10,4530.830
06-08-2018,11,4712.210
06-08-2018,12,4728.990
06-08-2018,13,4603.610
06-08-2018,14,4626.750
06-08-2018,15,4776.290
06-08-2018,16,4780.580
06-08-2018,17,4634.350
06-08-2018,18,4515.300
06-08-2018,19,4423.520
06-08-2018,20,4503.400
06-08-2018,21,4372.300
06-08-2018,22,4641.370
06-08-2018,23,4776.990
07-08-2018,0,4659.780
07-08-2018,1,4353.330
07-08-2018,2,4140.790
07-08-2018,3,3922.590
07-08-2018,4,3781.720
07-08-2018,5,3667.240
07-08-2018,6,3644.200
07-08-2018,7,3758.350
07-08-2018,8,3775.950
07-08-2018,9,3938.380
07-08-2018,10,4492.170
07-08-2018,11,4742.960
07-08-2018,12,4842.400
07-08-2018,13,4746.250
07-08-2018,14,4763.560
07-08-2018,15,5081.400
07-08-2018,16,4966.090
07-08-2018,17,4742.200
07-08-2018,18,4668.430
07-08-2018,19,4564.420
07-08-2018,20,4665.100
07-08-2018,21,4541.630
07-08-2018,22,4765.440
07-08-2018,23,4957.950
08-08-2018,0,4745.840
08-08-2018,1,4440.190
08-08-2018,2,4238.890
08-08-2018,3,4013.020
08-08-2018,4,3763.740
08-08-2018,5,3640.000
08-08-2018,6,3637.750
08-08-2018,7,3760.860
08-08-2018,8,3780.660
08-08-2018,9,4008.100
08-08-2018,10,4510.720
08-08-2018,11,4795.290
08-08-2018,12,4833.400
08-08-2018,13,4859.650
08-08-2018,14,4961.880
08-08-2018,15,5244.670
08-08-2018,16,5221.990
08-08-2018,17,5154.250
08-08-2018,18,4946.330
08-08-2018,19,4840.650
08-08-2018,20,5004.390
08-08-2018,21,4875.910
08-08-2018,22,5171.580
08-08-2018,23,5354.720
09-08-2018,0,5149.690
09-08-2018,1,4840.740
09-08-2018,2,4553.820
09-08-2018,3,4356.100
09-08-2018,4,4177.600
09-08-2018,5,4057.600
09-08-2018,6,4001.710
09-08-2018,7,3924.360
09-08-2018,8,4035.070
09-08-2018,9,4195.190
09-08-2018,10,4704.150
09-08-2018,11,5092.970
09-08-2018,12,5195.860
09-08-2018,13,5085.630
09-08-2018,14,5209.880
09-08-2018,15,5635.450
09-08-2018,16,5628.120
09-08-2018,17,5363.730
09-08-2018,18,5229.710
09-08-2018,19,5043.760
