time,value
00:00,2839.810
00:05,2826.780
00:10,2809.210
00:15,2796.830
00:20,2762.770
00:25,2766.730
00:30,2760.840
00:35,2745.560
00:40,2751.540
00:45,2731.420
00:50,2724.910
00:55,2700.800
01:00,2691.050
01:05,2674.540
01:10,2673.640
01:15,2651.050
01:20,2647.710
01:25,2640.360
01:30,2628.980
01:35,2614.310
01:40,2598.490
01:45,2607.830
01:50,2599.210
01:55,2578.610
02:00,2582.110
02:05,2564.750
02:10,2559.150
02:15,2549.660
02:20,2547.490
02:25,2541.760
02:30,2535.700
02:35,2526.030
02:40,2511.870
02:45,2503.910
02:50,2494.660
02:55,2492.890
03:00,2495.360
03:05,2475.710
03:10,2487.380
03:15,2465.360
03:20,2466.840
03:25,2458.590
03:30,2454.790
03:35,2444.940
03:40,2438.150
03:45,2427.040
03:50,2420.180
03:55,2423.160
04:00,2429.510
04:05,2421.950
04:10,2408.390
04:15,2425.090
04:20,2419.270
04:25,2413.350
04:30,2422.380
04:35,2417.530
04:40,2412.220
04:45,2415.340
04:50,2417.230
04:55,2421.420
05:00,2427.640
05:05,2445.460
05:10,2447.410
05:15,2463.050
05:20,2474.940
05:25,2477.190
05:30,2489.800
05:35,2518.440
05:40,2521.190
05:45,2519.110
05:50,2532.520
05:55,2531.390
06:00,2546.250
06:05,2563.940
06:10,2594.470
06:15,2573.940
06:20,2611.670
06:25,2614.540
06:30,2638.240
06:35,2639.970
06:40,2650.910
06:45,2656.760
06:50,2667.640
06:55,2700.210
07:00,2699.000
07:05,2727.460
07:10,2765.230
07:15,2750.780
07:20,2767.870
07:25,2771.620
07:30,2768.250
07:35,2779.980
07:40,2791.690
07:45,2791.100
07:50,2799.400
07:55,2814.770
08:00,2811.100
08:05,2814.130
08:10,2828.600
08:15,2868.270
08:20,2846.340
08:25,2876.510
08:30,2855.880
08:35,2887.610
08:40,2886.890
08:45,2907.160
08:50,2912.250
08:55,2889.600
09:00,2895.620
09:05,2920.630
09:10,2946.000
09:15,3015.410
09:20,3016.830
09:25,3041.560
09:30,3076.620
09:35,3099.980
09:40,3131.100
09:45,3161.740
09:50,3136.590
09:55,3147.090
10:00,3188.890
10:05,3185.200
10:10,3194.260
10:15,3195.470
10:20,3190.590
10:25,3248.830
10:30,3247.320
10:35,3275.580
10:40,3303.420
10:45,3272.310
10:50,3280.750
10:55,3298.030
11:00,3315.090
11:05,3297.460
11:10,3290.750
11:15,3324.060
11:20,3310.230
11:25,3320.820
11:30,3308.460
11:35,3305.370
11:40,3340.980
11:45,3321.400
11:50,3335.840
11:55,3290.990
12:00,3297.220
12:05,3316.890
12:10,3295.080
12:15,3293.820
12:20,3286.220
12:25,3293.970
12:30,3277.550
12:35,3312.830
12:40,3299.480
12:45,3290.300
12:50,3263.930
12:55,3229.860
13:00,3207.490
13:05,3138.510
13:10,3130.880
13:15,3091.600
13:20,3077.540
13:25,3078.340
13:30,3046.680
13:35,3105.650
13:40,3092.700
13:45,3134.040
13:50,3093.740
13:55,3116.480
14:00,3111.490
14:05,3140.290
14:10,3109.420
14:15,3140.890
14:20,3136.110
14:25,3151.270
14:30,3091.970
14:35,3142.700
14:40,3126.930
14:45,3113.120
14:50,3129.040
14:55,3140.730
15:00,3120.740
15:05,3138.440
15:10,3116.620
15:15,3122.470
15:20,3142.180
15:25,3119.690
15:30,3135.890
15:35,3131.340
15:40,3149.330
15:45,3162.640
15:50,3129.260
15:55,3134.120
16:00,3129.200
16:05,3113.910
16:10,3108.080
16:15,3121.590
16:20,3122.130
16:25,3151.250
16:30,3132.780
16:35,3111.340
16:40,3138.710
16:45,3134.120
16:50,3102.540
16:55,3155.880
17:00,3114.790
17:05,3153.260
17:10,3186.370
17:15,3183.460
17:20,3196.960
17:25,3210.150
17:30,3207.450
17:35,3187.650
17:40,3190.430
17:45,3234.390
17:50,3234.780
17:55,3301.920
18:00,3324.080
18:05,3374.780
18:10,3389.100
18:15,3431.250
18:20,3442.730
18:25,3481.110
18:30,3502.340
18:35,3496.800
18:40,3440.500
18:45,3488.730
18:50,3464.820
18:55,3462.450
19:00,3449.700
19:05,3454.780
19:10,3449.620
19:15,3420.440
19:20,3413.850
19:25,3405.300
19:30,3403.760
19:35,3396.490
19:40,3368.610
19:45,3364.020
19:50,3337.440
19:55,3329.790
20:00,3238.050
20:05,3306.280
20:10,3259.200
20:15,3261.980
20:20,3264.480
20:25,3251.670
20:30,3219.010
20:35,3197.100
20:40,3169.280
20:45,3177.990
20:50,3154.010
20:55,3150.060
21:00,3106.630
21:05,3106.500
21:10,3090.440
21:15,3079.300
21:20,3070.640
21:25,3052.440
21:30,3060.100
21:35,3046.680
21:40,3029.620
21:45,3018.150
21:50,3047.730
21:55,2995.480
22:00,2973.200
22:05,2998.140
22:10,3005.600
22:15,2982.650
22:20,2967.510
22:25,2978.970
22:30,2971.010
22:35,2978.350
22:40,2964.320
22:45,2943.460
22:50,2962.070
22:55,2927.360
23:00,2892.960
23:05,2909.250
23:10,2888.380
23:15,2867.140
23:20,2847.540
23:25,2858.640
23:30,2826.580
23:35,2811.370
23:40,2807.890
23:45,2795.830
23:50,2773.950
23:55,2744.490
