time,value
00:00,1936.930
00:05,1919.540
00:10,1904.680
00:15,1899.000
00:20,1888.450
00:25,1864.400
00:30,1857.520
00:35,1859.770
00:40,1822.870
00:45,1829.770
00:50,1818.910
00:55,1815.440
01:00,1800.920
01:05,1782.730
01:10,1774.060
01:15,1767.070
01:20,1761.550
01:25,1743.480
01:30,1739.810
01:35,1733.510
01:40,1724.980
01:45,1722.570
01:50,1714.900
01:55,1706.170
02:00,1708.310
02:05,1703.490
02:10,1694.700
02:15,1691.740
02:20,1686.140
02:25,1688.320
02:30,1676.970
02:35,1666.960
02:40,1668.490
02:45,1660.780
02:50,1661.210
02:55,1658.900
03:00,1648.600
03:05,1649.440
03:10,1646.050
03:15,1650.830
03:20,1658.500
03:25,1656.370
03:30,1655.430
03:35,1656.190
03:40,1654.180
03:45,1647.420
03:50,1655.170
03:55,1661.320
04:00,1660.170
04:05,1663.220
04:10,1668.410
04:15,1679.450
04:20,1694.440
04:25,1701.560
04:30,1715.270
04:35,1713.700
04:40,1737.800
04:45,1753.220
04:50,1768.620
04:55,1783.510
05:00,1815.470
05:05,1849.540
05:10,1904.650
05:15,1959.990
05:20,1991.400
05:25,2018.860
05:30,2066.000
05:35,2133.820
05:40,2177.650
05:45,2239.560
05:50,2316.840
05:55,2367.700
06:00,2404.750
06:05,2488.440
06:10,2569.840
06:15,2672.320
06:20,2734.030
06:25,2808.820
06:30,2855.540
06:35,2877.050
06:40,2949.700
06:45,2991.530
06:50,3017.270
06:55,3017.210
07:00,3062.360
07:05,3074.620
07:10,3116.960
07:15,3113.720
07:20,3123.290
07:25,3124.540
07:30,3102.240
07:35,3110.400
07:40,3105.000
07:45,3083.410
07:50,3104.580
07:55,3088.420
08:00,3104.370
08:05,3098.990
08:10,3127.230
08:15,3099.450
08:20,3112.720
08:25,3138.680
08:30,3122.730
08:35,3122.580
08:40,3120.410
08:45,3136.160
08:50,3172.900
08:55,3181.820
09:00,3145.600
09:05,3143.700
09:10,3161.900
09:15,3195.300
09:20,3231.720
09:25,3283.380
09:30,3339.390
09:35,3328.110
09:40,3325.330
09:45,3359.370
09:50,3358.670
09:55,3396.350
10:00,3401.710
10:05,3456.270
10:10,3467.600
10:15,3426.460
10:20,3484.390
10:25,3474.040
10:30,3512.020
10:35,3465.550
10:40,3470.130
10:45,3468.470
10:50,3462.000
10:55,3494.990
11:00,3484.090
11:05,3474.000
11:10,3462.290
11:15,3498.420
11:20,3458.240
11:25,3473.100
11:30,3467.390
11:35,3493.580
11:40,3459.370
11:45,3440.350
11:50,3440.790
11:55,3413.760
12:00,3425.700
12:05,3395.040
12:10,3370.060
12:15,3377.560
12:20,3365.280
12:25,3352.870
12:30,3327.810
12:35,3336.670
12:40,3298.820
12:45,3306.510
12:50,3278.840
12:55,3231.190
13:00,3169.570
13:05,3073.080
13:10,3056.040
13:15,3030.580
13:20,2986.410
13:25,2966.540
13:30,2963.600
13:35,2980.540
13:40,2974.310
13:45,2986.310
13:50,2999.960
13:55,2993.360
14:00,2965.630
14:05,2991.020
14:10,3003.550
14:15,2995.090
14:20,2984.680
14:25,3039.440
14:30,3012.380
14:35,2959.740
14:40,2985.780
14:45,2970.040
14:50,2946.950
14:55,2969.790
15:00,3006.600
15:05,2969.990
15:10,2947.410
15:15,2932.320
15:20,2935.310
15:25,2932.940
15:30,2926.140
15:35,2962.140
15:40,2908.560
15:45,2940.390
15:50,2913.790
15:55,2928.790
16:00,2882.020
16:05,2891.980
16:10,2901.300
16:15,2937.710
16:20,2897.890
16:25,2925.920
16:30,2937.870
16:35,2947.720
16:40,2950.760
16:45,2965.710
16:50,2963.650
16:55,3005.150
17:00,3008.050
17:05,3015.410
17:10,3079.000
17:15,3126.410
17:20,3098.710
17:25,3176.200
17:30,3229.870
17:35,3212.760
17:40,3233.680
17:45,3298.830
17:50,3269.520
17:55,3303.840
18:00,3290.980
18:05,3288.550
18:10,3335.300
18:15,3317.830
18:20,3281.800
18:25,3276.540
18:30,3266.960
18:35,3286.370
18:40,3249.790
18:45,3226.680
18:50,3222.480
18:55,3213.690
19:00,3174.730
19:05,3158.940
19:10,3137.760
19:15,3130.950
19:20,3112.770
19:25,3102.440
19:30,3121.260
19:35,3079.720
19:40,3060.930
19:45,3005.080
19:50,2989.610
19:55,2992.950
20:00,2924.170
20:05,2876.850
20:10,2905.900
20:15,2818.270
20:20,2856.010
20:25,2791.060
20:30,2799.990
20:35,2756.690
20:40,2717.450
20:45,2697.870
20:50,2652.850
20:55,2616.350
21:00,2588.320
21:05,2509.870
21:10,2542.920
21:15,2503.780
21:20,2486.350
21:25,2432.770
21:30,2490.490
21:35,2455.490
21:40,2445.260
21:45,2449.150
21:50,2444.320
21:55,2433.290
22:00,2410.460
22:05,2383.870
22:10,2335.790
22:15,2324.250
22:20,2312.410
22:25,2287.490
22:30,2278.940
22:35,2246.650
22:40,2256.520
22:45,2209.440
22:50,2197.020
22:55,2157.860
23:00,2152.150
23:05,2119.840
23:10,2134.510
23:15,2097.700
23:20,2091.040
23:25,2070.780
23:30,2059.830
23:35,2015.790
23:40,2011.150
23:45,1988.180
23:50,1995.700
23:55,1941.680
