time,value
00:00,5526.790
00:05,5503.390
00:10,5481.890
00:15,5460.200
00:20,5432.730
00:25,5399.260
00:30,5379.170
00:35,5341.400
00:40,5328.810
00:45,5315.460
00:50,5289.600
00:55,5264.260
01:00,5226.590
01:05,5185.360
01:10,5164.010
01:15,5138.090
01:20,5098.080
01:25,5076.530
01:30,5038.900
01:35,5023.240
01:40,4986.810
01:45,4970.040
01:50,4953.080
01:55,4924.240
02:00,4891.020
02:05,4867.980
02:10,4843.550
02:15,4822.830
02:20,4802.300
02:25,4785.130
02:30,4764.370
02:35,4744.040
02:40,4738.320
02:45,4697.610
02:50,4688.780
02:55,4653.080
03:00,4630.910
03:05,4599.980
03:10,4600.020
03:15,4560.060
03:20,4533.020
03:25,4521.260
03:30,4487.580
03:35,4473.910
03:40,4446.310
03:45,4426.630
03:50,4402.310
03:55,4395.730
04:00,4372.330
04:05,4349.140
04:10,4322.530
04:15,4304.490
04:20,4286.080
04:25,4255.610
04:30,4251.800
04:35,4230.050
04:40,4218.510
04:45,4199.720
04:50,4178.410
04:55,4157.900
05:00,4137.800
05:05,4130.000
05:10,4090.540
05:15,4108.180
05:20,4074.000
05:25,4060.410
05:30,4037.860
05:35,4017.720
05:40,3983.030
05:45,3969.760
05:50,3939.100
05:55,3923.130
06:00,3901.280
06:05,3898.450
06:10,3906.480
06:15,3891.430
06:20,3878.520
06:25,3873.750
06:30,3848.280
06:35,3860.670
06:40,3835.600
06:45,3829.510
06:50,3810.750
06:55,3812.970
07:00,3813.170
07:05,3786.230
07:10,3761.660
07:15,3754.810
07:20,3780.150
07:25,3770.770
07:30,3751.310
07:35,3748.280
07:40,3704.120
07:45,3720.660
07:50,3694.320
07:55,3691.970
08:00,3731.330
08:05,3740.760
08:10,3737.330
08:15,3769.320
08:20,3814.060
08:25,3813.560
08:30,3822.060
08:35,3826.060
08:40,3847.310
08:45,3867.150
08:50,3904.210
08:55,3883.340
09:00,3922.890
09:05,3931.680
09:10,3978.310
09:15,4049.130
09:20,4090.880
09:25,4140.620
09:30,4186.040
09:35,4208.110
09:40,4274.940
09:45,4310.910
09:50,4322.280
09:55,4378.640
10:00,4408.330
10:05,4453.890
10:10,4516.990
10:15,4516.340
10:20,4541.790
10:25,4565.660
10:30,4596.190
10:35,4627.270
10:40,4609.980
10:45,4656.830
10:50,4700.980
10:55,4721.010
11:00,4701.920
11:05,4773.480
11:10,4721.720
11:15,4736.440
11:20,4742.880
11:25,4765.830
11:30,4760.480
11:35,4781.340
11:40,4797.150
11:45,4783.810
11:50,4758.530
11:55,4825.180
12:00,4893.700
12:05,4876.930
12:10,4844.360
12:15,4868.210
12:20,4858.100
12:25,4860.880
12:30,4900.340
12:35,4889.800
12:40,4947.950
12:45,4901.860
12:50,4892.840
12:55,4895.330
13:00,4875.940
13:05,4814.740
13:10,4741.230
13:15,4824.230
13:20,4820.710
13:25,4824.200
13:30,4869.710
13:35,4892.720
13:40,4939.420
13:45,4968.630
13:50,4939.710
13:55,5002.820
14:00,5038.890
14:05,5053.260
14:10,5112.500
14:15,5160.930
14:20,5144.310
14:25,5210.660
14:30,5234.060
14:35,5263.410
14:40,5322.620
14:45,5331.320
14:50,5373.820
14:55,5376.020
15:00,5418.940
15:05,5441.960
15:10,5445.070
15:15,5432.080
15:20,5489.410
15:25,5486.060
15:30,5471.560
15:35,5456.930
15:40,5461.240
15:45,5466.660
15:50,5481.190
15:55,5450.000
16:00,5430.750
16:05,5420.830
16:10,5412.730
16:15,5375.090
16:20,5348.530
16:25,5345.640
16:30,5335.310
16:35,5292.460
16:40,5271.010
16:45,5264.980
16:50,5236.980
16:55,5208.290
17:00,5170.650
17:05,5103.940
17:10,5110.200
17:15,5081.050
17:20,5061.500
17:25,5040.170
17:30,4999.350
17:35,4961.690
17:40,4963.430
17:45,4913.020
17:50,4890.180
17:55,4874.610
18:00,4810.190
18:05,4789.500
18:10,4720.540
18:15,4706.160
18:20,4702.330
18:25,4680.480
18:30,4671.640
18:35,4618.060
18:40,4642.080
18:45,4615.150
18:50,4657.530
18:55,4647.610
19:00,4664.300
19:05,4649.090
19:10,4704.470
19:15,4688.170
19:20,4722.320
19:25,4706.970
19:30,4746.240
19:35,4715.730
19:40,4757.160
19:45,4754.730
19:50,4759.430
19:55,4760.570
20:00,4739.390
20:05,4735.190
20:10,4721.960
20:15,4714.520
20:20,4772.460
20:25,4764.510
20:30,4809.500
20:35,4769.770
20:40,4756.060
20:45,4797.510
20:50,4824.770
20:55,4862.530
21:00,4799.090
21:05,4832.020
21:10,4849.580
21:15,4887.070
21:20,4913.650
21:25,4948.510
21:30,5014.000
21:35,5019.000
21:40,5059.700
21:45,5088.440
21:50,5133.550
21:55,5193.430
22:00,5113.600
22:05,5243.350
22:10,5262.580
22:15,5332.350
22:20,5366.770
22:25,5390.850
22:30,5443.080
22:35,5461.890
22:40,5501.470
22:45,5559.380
22:50,5564.310
22:55,5572.960
23:00,5608.040
23:05,5586.510
23:10,5566.230
23:15,5596.110
23:20,5614.000
23:25,5597.940
23:30,5607.280
23:35,5588.690
23:40,5561.650
23:45,5556.150
23:50,5522.210
23:55,5511.270
