time,value,,,,,
,,,,,,
00:00,5642.78,,,,,
00:05,5602.19,,,,,
00:10,5615.93,,,,,
00:15,5604.06,,,,,
00:20,5563.28,,,,,
00:25,5548.88,,,,,
00:30,5533.27,,,,,
00:35,5507.59,,,,,
00:40,5460.99,,,,,
00:45,5418.28,,,,,
00:50,5389.79,,,,,
00:55,5368.13,,,,,
01:00,5347.12,,,,,
01:05,5322.05,,,,,
01:10,5295.5,,,,,
01:15,5277.88,,,,,
01:20,5278.49,,,,,
01:25,5246.24,,,,,
01:30,5225.76,,,,,
01:35,5204.19,,,,,
01:40,5186.46,,,,,
01:45,5153.59,,,,,
01:50,5128.47,,,,,
01:55,5117.01,,,,,
02:00,5138.08,,,,,
02:05,5061.87,,,,,
02:10,5045.5,,,,,
02:15,5013.08,,,,,
02:20,4989.73,,,,,
02:25,4970.94,,,,,
02:30,4941.43,,,,,
02:35,4910.66,,,,,
02:40,4886.91,,,,,
02:45,4865.13,,,,,
02:50,4840.6,,,,,
02:55,4819.78,,,,,
03:00,4789.83,,,,,
03:05,4806.74,,,,,
03:10,4721.85,,,,,
03:15,4694.27,,,,,
03:20,4680.22,,,,,
03:25,4661.09,,,,,
03:30,4646.95,,,,,
03:35,4632.6,,,,,
03:40,4603.19,,,,,
03:45,4580.37,,,,,
03:50,4559.2,,,,,
03:55,4544.56,,,,,
04:00,4517.27,,,,,
04:05,4516.16,,,,,
04:10,4573.77,,,,,
04:15,4486.9,,,,,
04:20,4463.58,,,,,
04:25,4432.22,,,,,
04:30,4425.56,,,,,
04:35,4414.27,,,,,
04:40,4377.76,,,,,
04:45,4347.16,,,,,
04:50,4324.74,,,,,
04:55,4304.98,,,,,
05:00,4271.63,,,,,
05:05,4244.3,,,,,
05:10,4237.44,,,,,
05:15,4243.91,,,,,
05:20,4186.29,,,,,
05:25,4149.19,,,,,
05:30,4116.26,,,,,
05:35,4066.75,,,,,
05:40,4036.26,,,,,
05:45,4000.37,,,,,
05:50,3986.94,,,,,
05:55,3973.61,,,,,
06:00,3971.88,,,,,
06:05,3943.86,,,,,
06:10,3944.23,,,,,
06:15,3912,,,,,
06:20,4035.22,,,,,
06:25,3800.53,,,,,
06:30,3784.93,,,,,
06:35,3767.69,,,,,
06:40,3754.87,,,,,
06:45,3760.63,,,,,
06:50,3772.81,,,,,
06:55,3849.73,,,,,
07:00,3895.57,,,,,
07:05,3866.61,,,,,
07:10,3894.99,,,,,
07:15,3850.29,,,,,
07:20,3909.07,,,,,
07:25,3986.45,,,,,
07:30,3940.97,,,,,
07:35,3924.13,,,,,
07:40,3916.8,,,,,
07:45,3910.37,,,,,
07:50,3915.53,,,,,
07:55,3926.93,,,,,
08:00,3937.51,,,,,
08:05,3943.07,,,,,
08:10,3994.34,,,,,
08:15,3987.79,,,,,
08:20,3998.8,,,,,
08:25,4024.66,,,,,
08:30,4054.37,,,,,
08:35,4073.33,,,,,
08:40,4045.74,,,,,
08:45,4057.9,,,,,
08:50,4115.27,,,,,
08:55,4128.37,,,,,
09:00,4115.06,,,,,
09:05,4222.46,,,,,
09:10,4239.86,,,,,
09:15,4301.08,,,,,
09:20,4356.22,,,,,
09:25,4452.89,,,,,
09:30,4474.91,,,,,
09:35,4520.1,,,,,
09:40,4595.09,,,,,
09:45,4588.46,,,,,
09:50,4648.45,,,,,
09:55,4715.53,,,,,
10:00,4774.72,,,,,
10:05,4765.26,,,,,
10:10,4812.62,,,,,
10:15,4863.51,,,,,
10:20,4868.69,,,,,
10:25,4914.29,,,,,
10:30,4933.47,,,,,
10:35,4988.97,,,,,
10:40,4944.69,,,,,
10:45,4991.88,,,,,
10:50,5040.91,,,,,
10:55,4920.78,,,,,
11:00,4937.16,,,,,
11:05,4944.09,,,,,
11:10,4974.22,,,,,
11:15,4988.19,,,,,
11:20,5026.7,,,,,
11:25,5197.28,,,,,
11:30,5189.5,,,,,
