time,value,,,,,
,,,,,,
00:00,5480.12,,,,,
00:05,5431.17,,,,,
00:10,5416.17,,,,,
00:15,5398.49,,,,,
00:20,5406.57,,,,,
00:25,5392.54,,,,,
00:30,5380.09,,,,,
00:35,5312.63,,,,,
00:40,5298.87,,,,,
00:45,5288.95,,,,,
00:50,5250.02,,,,,
00:55,5214.7,,,,,
01:00,5198.61,,,,,
01:05,5178.18,,,,,
01:10,5149.3,,,,,
01:15,5141.13,,,,,
01:20,5112.5,,,,,
01:25,5097.24,,,,,
01:30,5057.27,,,,,
01:35,5042.75,,,,,
01:40,5014.79,,,,,
01:45,4985.72,,,,,
01:50,4953.65,,,,,
01:55,4936.02,,,,,
02:00,4907.2,,,,,
02:05,4883.46,,,,,
02:10,4856.26,,,,,
02:15,4853.88,,,,,
02:20,4833.65,,,,,
02:25,4794.84,,,,,
02:30,4772.22,,,,,
02:35,4729.18,,,,,
02:40,4715.84,,,,,
02:45,4697.48,,,,,
02:50,4681.53,,,,,
02:55,4658.83,,,,,
03:00,4645.71,,,,,
03:05,4609.33,,,,,
03:10,4576.44,,,,,
03:15,4557.03,,,,,
03:20,4514.24,,,,,
03:25,4510.01,,,,,
03:30,4487.55,,,,,
03:35,4458.91,,,,,
03:40,4437.64,,,,,
03:45,4424.84,,,,,
03:50,4398,,,,,
03:55,4386.39,,,,,
04:00,4386.73,,,,,
04:05,4363.73,,,,,
04:10,4341.66,,,,,
04:15,4305.63,,,,,
04:20,4267.73,,,,,
04:25,4236.57,,,,,
04:30,4206.37,,,,,
04:35,4193.19,,,,,
04:40,4176.43,,,,,
04:45,4155.74,,,,,
04:50,4106.55,,,,,
04:55,4109.48,,,,,
05:00,4088.73,,,,,
05:05,4070.98,,,,,
05:10,4047.31,,,,,
05:15,4018.81,,,,,
05:20,4002.94,,,,,
05:25,3950.81,,,,,
05:30,3920,,,,,
05:35,3885.94,,,,,
05:40,3884.17,,,,,
05:45,3863.41,,,,,
05:50,3829.08,,,,,
05:55,3805.97,,,,,
06:00,3782.42,,,,,
06:05,3766.81,,,,,
06:10,3776.15,,,,,
06:15,3783.47,,,,,
06:20,3825.64,,,,,
06:25,3780.12,,,,,
06:30,3755.78,,,,,
06:35,3752.37,,,,,
06:40,3754.63,,,,,
06:45,3736.06,,,,,
06:50,3366.74,,,,,
06:55,3360.8,,,,,
07:00,3558.12,,,,,
07:05,3718.83,,,,,
07:10,3761.28,,,,,
07:15,3744.17,,,,,
07:20,3735.62,,,,,
07:25,3734.85,,,,,
07:30,3733.99,,,,,
07:35,3755.58,,,,,
07:40,3858.35,,,,,
07:45,3753.14,,,,,
07:50,3765.2,,,,,
07:55,3776.6,,,,,
08:00,3780.78,,,,,
08:05,3781.17,,,,,
08:10,3763.34,,,,,
08:15,3828.71,,,,,
08:20,3832.22,,,,,
08:25,3835.39,,,,,
08:30,3895.21,,,,,
08:35,3863.72,,,,,
08:40,3900.35,,,,,
08:45,3928.97,,,,,
08:50,3899.06,,,,,
08:55,3952.9,,,,,
09:00,4010.42,,,,,
09:05,4003.21,,,,,
09:10,4083.99,,,,,
09:15,4126.55,,,,,
09:20,4204.33,,,,,
09:25,4258.35,,,,,
09:30,4257.84,,,,,
09:35,4319.53,,,,,
09:40,4375.9,,,,,
09:45,4419.09,,,,,
09:50,4437.31,,,,,
09:55,4488.98,,,,,
10:00,4509.37,,,,,
10:05,4543.06,,,,,
10:10,4615.11,,,,,
10:15,4589.83,,,,,
10:20,4647.2,,,,,
10:25,4710.45,,,,,
10:30,4704.16,,,,,
10:35,4708.39,,,,,
10:40,4733.86,,,,,
10:45,4753.38,,,,,
10:50,4855.42,,,,,
10:55,4838.35,,,,,
11:00,4799.95,,,,,
11:05,4845.56,,,,,
11:10,4821.3,,,,,
11:15,4844.16,,,,,
11:20,4845.14,,,,,
11:25,4881.4,,,,,
11:30,4859.21,,,,,
11:35,4883.06,,,,,
11:40,4905.44,,,,,
11:45,4936.24,,,,,
11:50,4946.97,,,,,
11:55,4909.2,,,,,
12:00,4959.61,,,,,
12:05,4983.26,,,,,
12:10,4989.09,,,,,
12:15,4931.25,,,,,
12:20,4988.09,,,,,
12:25,4991.38,,,,,
12:30,5012.43,,,,,
12:35,4963.62,,,,,
12:40,4982.3,,,,,
12:45,4948.95,,,,,
12:50,4994.88,,,,,
12:55,4990.07,,,,,
13:00,4997.51,,,,,
13:05,4934.72,,,,,
13:10,4901.61,,,,,
13:15,4919.55,,,,,
13:20,4888.97,,,,,
13:25,4966.42,,,,,
13:30,4961.58,,,,,
13:35,4966.1,,,,,
13:40,5033.08,,,,,
13:45,5081.57,,,,,
13:50,5123.83,,,,,
13:55,5213.1,,,,,
14:00,5230.96,,,,,
14:05,5252.45,,,,,
14:10,5259.64,,,,,
14:15,5254.58,,,,,
14:20,5268.8,,,,,
14:25,5338.94,,,,,
14:30,5380.81,,,,,
14:35,5395.28,,,,,
14:40,5421.87,,,,,
14:45,5455.87,,,,,
14:50,5468.13,,,,,
14:55,5474.85,,,,,
15:00,5532.07,,,,,
15:05,5572.25,,,,,
15:10,5549.64,,,,,
15:15,5609.66,,,,,
15:20,5571.69,,,,,
15:25,5595.85,,,,,
15:30,5601.19,,,,,
15:35,5611.95,,,,,
15:40,5632.54,,,,,
15:45,5602.16,,,,,
15:50,5556.25,,,,,
15:55,5583.43,,,,,
16:00,5596.24,,,,,
16:05,5584.05,,,,,
16:10,5582.34,,,,,
16:15,5554.37,,,,,
16:20,5551.97,,,,,
16:25,5527.98,,,,,
16:30,5566.69,,,,,
16:35,5478.89,,,,,
16:40,5488.62,,,,,
16:45,5468.45,,,,,
16:50,5441.76,,,,,
16:55,5408.66,,,,,
17:00,5414.39,,,,,
17:05,5412.24,,,,,
17:10,5343.27,,,,,
17:15,5310.65,,,,,
17:20,5254.46,,,,,
17:25,5261.09,,,,,
17:30,5215.63,,,,,
17:35,5219.37,,,,,
17:40,5165.19,,,,,
17:45,5138.3,,,,,
17:50,5140.17,,,,,
17:55,5049.65,,,,,
18:00,5019.06,,,,,
18:05,4966.36,,,,,
18:10,4938.23,,,,,
18:15,4951.94,,,,,
18:20,4724.07,,,,,
18:25,4803.32,,,,,
18:30,4789.69,,,,,
18:35,4801.96,,,,,
18:40,4779.02,,,,,
18:45,4744.03,,,,,
18:50,4778.62,,,,,
18:55,4711.38,,,,,
19:00,4696.67,,,,,
19:05,4701.55,,,,,
19:10,4681.26,,,,,
19:15,4685.59,,,,,
19:20,4696.84,,,,,
19:25,4722.31,,,,,
19:30,4758.2,,,,,
19:35,4708.68,,,,,
19:40,4740.77,,,,,
19:45,4728.44,,,,,
19:50,4736.8,,,,,
19:55,4711.24,,,,,
20:00,4708,,,,,
20:05,4696.7,,,,,
20:10,4708.96,,,,,
20:15,4762.96,,,,,
20:20,4755.51,,,,,
20:25,4723.16,,,,,
20:30,4766.76,,,,,
20:35,4782.35,,,,,
20:40,4748.55,,,,,
20:45,4765.27,,,,,
20:50,4793.24,,,,,
20:55,4781.36,,,,,
21:00,4767.06,,,,,
21:05,4788.87,,,,,
21:10,4806.96,,,,,
21:15,4816.14,,,,,
21:20,4857.08,,,,,
21:25,4947.4,,,,,
21:30,4980.58,,,,,
21:35,5039.08,,,,,
21:40,5062.37,,,,,
21:45,5104.9,,,,,
21:50,5161.22,,,,,
21:55,5215.86,,,,,
22:00,5251.78,,,,,
22:05,5337.77,,,,,
22:10,5319.07,,,,,
22:15,5379.89,,,,,
22:20,5447.13,,,,,
22:25,5525.27,,,,,
22:30,5544.24,,,,,
22:35,5559.66,,,,,
22:40,5633.33,,,,,
22:45,5591.64,,,,,
22:50,5697.99,,,,,
22:55,5707.19,,,,,
23:00,5700.84,,,,,
23:05,5748.81,,,,,
23:10,5734.13,,,,,
23:15,5741.39,,,,,
23:20,5707.85,,,,,
23:25,5752.1,,,,,
23:30,5757.79,,,,,
23:35,5770.09,,,,,
23:40,5728.16,,,,,
23:45,5729.4,,,,,
23:50,5680.95,,,,,
23:55,5652.77,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
The site has been Accessed  ,,,,,,
  times,,,,,,
,,,,,,
