time,value,,,,,
,,,,,,
00:00,5050.95,,,,,
00:05,5006.69,,,,,
00:10,4989.3,,,,,
00:15,4963.22,,,,,
00:20,4931.8,,,,,
00:25,4914.93,,,,,
00:30,4858.8,,,,,
00:35,4795.83,,,,,
00:40,4767.17,,,,,
00:45,4779.5,,,,,
00:50,4768.89,,,,,
00:55,4750.77,,,,,
01:00,4731,,,,,
01:05,4709.21,,,,,
01:10,4696.73,,,,,
01:15,4646.35,,,,,
01:20,4648.12,,,,,
01:25,4652,,,,,
01:30,4626.62,,,,,
01:35,4619.36,,,,,
01:40,4615.82,,,,,
01:45,4602.3,,,,,
01:50,4585.82,,,,,
01:55,4561.19,,,,,
02:00,4543.82,,,,,
02:05,4535.45,,,,,
02:10,4497.13,,,,,
02:15,4476.31,,,,,
02:20,4470.19,,,,,
02:25,4455.89,,,,,
02:30,4439.07,,,,,
02:35,4428.55,,,,,
02:40,4393.28,,,,,
02:45,4372.8,,,,,
02:50,4382.53,,,,,
02:55,4343.55,,,,,
03:00,4322.53,,,,,
03:05,4286.2,,,,,
03:10,4288.21,,,,,
03:15,4265.43,,,,,
03:20,4243.77,,,,,
03:25,4228.55,,,,,
03:30,4204.07,,,,,
03:35,4178.55,,,,,
03:40,4163.64,,,,,
03:45,4142.76,,,,,
03:50,4129.49,,,,,
03:55,4123.18,,,,,
04:00,4109.36,,,,,
04:05,4090.79,,,,,
04:10,4089.34,,,,,
04:15,4073.97,,,,,
04:20,4064.98,,,,,
04:25,4055.75,,,,,
04:30,4039.08,,,,,
04:35,4024.32,,,,,
04:40,3987.12,,,,,
04:45,3975.35,,,,,
04:50,3968.01,,,,,
04:55,3946.42,,,,,
05:00,3924.97,,,,,
05:05,3893.47,,,,,
05:10,3897.02,,,,,
05:15,3878.6,,,,,
05:20,3852.1,,,,,
05:25,3831.68,,,,,
05:30,3800.2,,,,,
05:35,3786.12,,,,,
05:40,3786.41,,,,,
05:45,3759.48,,,,,
05:50,3713.76,,,,,
05:55,3667.22,,,,,
06:00,3631.56,,,,,
06:05,3625.69,,,,,
06:10,3648.17,,,,,
06:15,3730.28,,,,,
06:20,3759.49,,,,,
06:25,3697.06,,,,,
06:30,3668.58,,,,,
06:35,3711.03,,,,,
06:40,3737.65,,,,,
06:45,3713.09,,,,,
06:50,3678.25,,,,,
06:55,3697.32,,,,,
07:00,3708.87,,,,,
07:05,3726.33,,,,,
07:10,3725.48,,,,,
07:15,3739.26,,,,,
07:20,3731.34,,,,,
07:25,3686.94,,,,,
07:30,3686.53,,,,,
07:35,3697.59,,,,,
07:40,3683.51,,,,,
07:45,3678.3,,,,,
07:50,3654.39,,,,,
07:55,3668.79,,,,,
08:00,3642.77,,,,,
08:05,3661.31,,,,,
08:10,3716.32,,,,,
08:15,3726.34,,,,,
08:20,3720.62,,,,,
08:25,3746.66,,,,,
08:30,3704.62,,,,,
08:35,3750.14,,,,,
08:40,3773.74,,,,,
08:45,3787.9,,,,,
08:50,3768.84,,,,,
08:55,3782.5,,,,,
09:00,3784.09,,,,,
09:05,3831.99,,,,,
09:10,3858.79,,,,,
09:15,3903.7,,,,,
09:20,3905.94,,,,,
09:25,3984.74,,,,,
09:30,3994,,,,,
09:35,3948.86,,,,,
09:40,4043.08,,,,,
09:45,4036.83,,,,,
09:50,4048.62,,,,,
09:55,4062.45,,,,,
10:00,4104.86,,,,,
10:05,4060.95,,,,,
10:10,4057.96,,,,,
10:15,4053.24,,,,,
10:20,4055.09,,,,,
10:25,4079.36,,,,,
10:30,4412.06,,,,,
10:35,4526.62,,,,,
10:40,4554.48,,,,,
10:45,4543.73,,,,,
