time,value,,,,,
,,,,,,
00:00,4974.33,,,,,
00:05,4958.29,,,,,
00:10,4952.09,,,,,
00:15,4922.82,,,,,
00:20,4909.7,,,,,
00:25,4979.64,,,,,
00:30,4867.96,,,,,
00:35,4833.57,,,,,
00:40,4813.39,,,,,
00:45,4766.36,,,,,
00:50,4775.41,,,,,
00:55,4747.03,,,,,
01:00,4730.59,,,,,
01:05,4697.4,,,,,
01:10,4677.61,,,,,
01:15,4641.53,,,,,
01:20,4626.72,,,,,
01:25,4616.02,,,,,
01:30,4590.78,,,,,
01:35,4562.07,,,,,
01:40,4544.17,,,,,
01:45,4537.22,,,,,
01:50,4512.87,,,,,
01:55,4492.8,,,,,
02:00,4475.15,,,,,
02:05,4433.58,,,,,
02:10,4411.93,,,,,
02:15,4384.72,,,,,
02:20,4354.92,,,,,
02:25,4339.65,,,,,
02:30,4310.38,,,,,
02:35,4298.43,,,,,
02:40,4269.69,,,,,
02:45,4244.77,,,,,
02:50,4210.67,,,,,
02:55,4203.11,,,,,
03:00,4190.86,,,,,
03:05,4160.22,,,,,
03:10,4140.83,,,,,
03:15,4124.87,,,,,
03:20,4104.29,,,,,
03:25,4081.91,,,,,
03:30,4072.4,,,,,
03:35,4050.06,,,,,
03:40,4018.06,,,,,
03:45,4010.52,,,,,
03:50,3982.83,,,,,
03:55,3967.35,,,,,
04:00,3945.92,,,,,
04:05,3943.08,,,,,
04:10,3929.4,,,,,
04:15,3913.26,,,,,
04:20,3894.2,,,,,
04:25,3882.23,,,,,
04:30,3855.83,,,,,
04:35,3815.62,,,,,
04:40,3803.19,,,,,
04:45,3782.45,,,,,
04:50,3780.89,,,,,
04:55,3751.08,,,,,
05:00,3735.09,,,,,
05:05,3721.1,,,,,
05:10,3694.27,,,,,
05:15,3678.55,,,,,
05:20,3648.14,,,,,
05:25,3636.36,,,,,
05:30,3601.12,,,,,
05:35,3572.23,,,,,
05:40,3534.81,,,,,
05:45,3535.77,,,,,
05:50,3521.68,,,,,
05:55,3473.25,,,,,
06:00,3459.23,,,,,
06:05,3474.18,,,,,
06:10,3467.15,,,,,
06:15,3467.28,,,,,
06:20,3448.05,,,,,
06:25,3446.82,,,,,
06:30,3430.26,,,,,
