time,value
00:00,4911.450
00:05,4959.540
00:10,4871.880
00:15,4836.820
00:20,4836.650
00:25,4825.210
00:30,4763.380
00:35,4697.780
00:40,4696.440
00:45,4659.430
00:50,4642.710
00:55,4620.230
01:00,4612.480
01:05,4615.370
01:10,4587.660
01:15,4578.900
01:20,4544.750
01:25,4525.080
01:30,4509.690
01:35,4492.630
01:40,4478.870
01:45,4448.350
01:50,4437.200
01:55,4416.120
02:00,4376.030
02:05,4354.810
02:10,4327.250
02:15,4319.610
02:20,4274.580
02:25,4260.850
02:30,4234.130
02:35,4208.260
02:40,4195.740
02:45,4183.290
02:50,4152.780
02:55,4116.520
03:00,4098.440
03:05,4073.380
03:10,4055.140
03:15,4033.040
03:20,4008.040
03:25,3997.650
03:30,3980.080
03:35,3962.950
03:40,3938.260
03:45,3938.050
03:50,3909.890
03:55,3899.200
04:00,3889.500
04:05,3858.960
04:10,3827.670
04:15,3820.970
04:20,3793.660
04:25,3782.300
04:30,3767.720
04:35,3749.790
04:40,3736.980
04:45,3703.080
04:50,3668.370
04:55,3672.480
05:00,3668.800
05:05,3662.530
05:10,3634.160
05:15,3639.800
05:20,3631.380
05:25,3613.800
05:30,3583.440
05:35,3566.300
05:40,3573.050
05:45,3548.250
05:50,3540.520
05:55,3515.300
06:00,3514.040
06:05,3526.390
06:10,3514.850
06:15,3551.740
06:20,3548.240
06:25,3526.970
06:30,3558.010
06:35,3556.150
06:40,3561.540
06:45,3580.050
06:50,3541.090
06:55,3502.380
07:00,3539.500
07:05,3465.630
07:10,3528.290
07:15,3498.120
07:20,3486.840
07:25,3510.440
07:30,3505.320
07:35,3467.450
07:40,3472.660
07:45,3459.710
07:50,3480.340
07:55,3463.530
08:00,3485.990
08:05,3494.840
08:10,3510.280
08:15,3516.210
08:20,3518.280
08:25,3605.560
08:30,3587.540
08:35,3602.170
08:40,3610.380
08:45,3637.630
08:50,3611.340
08:55,3655.500
09:00,3684.100
09:05,3746.130
09:10,3795.900
09:15,3848.900
09:20,3892.060
09:25,3942.310
09:30,4022.890
09:35,4048.760
09:40,4096.040
09:45,4124.670
09:50,4185.410
09:55,4213.850
10:00,4261.640
10:05,4308.910
10:10,4341.970
10:15,4337.770
10:20,4370.110
10:25,4372.730
10:30,4414.280
10:35,4455.970
10:40,4448.700
10:45,4453.190
10:50,4504.810
10:55,4527.560
11:00,4551.500
11:05,4516.250
11:10,4524.300
11:15,4549.430
11:20,4567.240
11:25,4580.550
11:30,4577.750
11:35,4596.330
11:40,4604.190
11:45,4630.910
11:50,4631.540
11:55,4636.390
12:00,4639.620
12:05,4662.210
12:10,4618.540
12:15,4665.190
12:20,4660.400
12:25,4668.130
12:30,4700.900
12:35,4648.310
12:40,4691.210
12:45,4722.500
12:50,4707.200
12:55,4705.320
13:00,4653.290
13:05,4516.790
13:10,4517.730
13:15,4543.410
13:20,4562.240
13:25,4557.850
13:30,4526.830
13:35,4578.750
13:40,4623.030
13:45,4655.950
13:50,4687.060
13:55,4703.570
14:00,4741.050
14:05,4753.980
14:10,4784.440
14:15,4809.370
14:20,4871.910
14:25,4895.170
14:30,4934.360
14:35,4985.040
14:40,4968.000
14:45,5024.050
14:50,5049.760
14:55,4979.320
15:00,5105.170
15:05,5133.570
15:10,5175.480
15:15,5210.420
15:20,5201.710
15:25,5216.230
15:30,5233.120
15:35,5215.490
15:40,5234.850
15:45,5220.710
15:50,5221.040
15:55,5162.290
16:00,5207.650
16:05,5164.300
16:10,5144.910
16:15,5153.370
16:20,5136.110
16:25,5102.420
16:30,5108.780
16:35,5067.910
16:40,5069.430
16:45,5041.580
16:50,5030.400
16:55,4975.730
17:00,4961.520
17:05,4942.780
17:10,4945.490
17:15,4911.680
17:20,4867.280
17:25,4845.410
17:30,4815.030
17:35,4784.370
17:40,4747.360
17:45,4714.150
17:50,4694.700
17:55,4633.300
18:00,4644.580
18:05,4575.930
18:10,4532.350
18:15,4514.860
18:20,4546.860
18:25,4503.140
18:30,4472.940
18:35,4417.710
18:40,4421.000
18:45,4431.050
18:50,4438.870
18:55,4451.290
19:00,4405.880
19:05,4446.430
19:10,4469.940
19:15,4422.910
19:20,4464.060
19:25,4427.150
19:30,4444.760
19:35,4457.900
19:40,4460.080
19:45,4440.730
19:50,4455.180
19:55,4422.910
20:00,4449.340
20:05,4420.620
20:10,4416.530
20:15,4393.750
20:20,4404.870
20:25,4399.290
20:30,4431.810
20:35,4377.730
20:40,4397.000
20:45,4378.190
20:50,4377.990
20:55,4373.480
21:00,4365.940
21:05,4384.340
21:10,4392.370
21:15,4431.800
21:20,4471.090
21:25,4486.010
21:30,4514.560
21:35,4536.960
21:40,4581.540
21:45,4619.640
21:50,4665.850
21:55,4727.310
22:00,4741.410
22:05,4749.890
22:10,4767.000
22:15,4841.700
22:20,4869.660
22:25,4915.060
22:30,4959.260
22:35,5013.290
22:40,5021.230
22:45,5061.220
22:50,5098.730
22:55,5123.590
23:00,5102.830
23:05,5145.890
23:10,5155.450
23:15,5160.560
23:20,5174.980
23:25,5173.940
23:30,5150.810
23:35,5146.930
23:40,5129.140
23:45,5135.360
23:50,5149.690
23:55,5125.300
