time,value,,,,,
,,,,,,
00:00,5881.66,,,,,
00:05,5859.67,,,,,
00:10,5768.66,,,,,
00:15,5840.58,,,,,
00:20,5850.26,,,,,
00:25,5830.64,,,,,
00:30,5797.43,,,,,
00:35,5789.83,,,,,
00:40,5742.55,,,,,
00:45,5736.73,,,,,
00:50,5727.02,,,,,
00:55,5726.62,,,,,
01:00,5702.26,,,,,
01:05,5651.94,,,,,
01:10,5626.26,,,,,
01:15,5607.73,,,,,
01:20,5573.66,,,,,
01:25,5553.11,,,,,
01:30,5556.3,,,,,
01:35,5528.97,,,,,
01:40,5515.94,,,,,
01:45,5506.84,,,,,
01:50,5456.8,,,,,
01:55,5470.88,,,,,
02:00,5427.28,,,,,
02:05,5430.79,,,,,
02:10,5368.77,,,,,
02:15,5352.45,,,,,
02:20,5358.85,,,,,
02:25,5335.38,,,,,
02:30,5307.95,,,,,
02:35,5285.87,,,,,
02:40,5267.42,,,,,
02:45,5258.15,,,,,
02:50,5236.33,,,,,
02:55,5205.62,,,,,
03:00,5183.68,,,,,
03:05,5169.8,,,,,
03:10,5136.21,,,,,
03:15,5108.27,,,,,
03:20,5101.03,,,,,
03:25,5081.52,,,,,
03:30,5063.09,,,,,
03:35,5046.2,,,,,
03:40,5024.03,,,,,
03:45,5011.83,,,,,
03:50,4989.04,,,,,
03:55,4971.01,,,,,
04:00,4957.97,,,,,
04:05,4936.05,,,,,
04:10,4913.23,,,,,
04:15,4890.35,,,,,
04:20,4868.51,,,,,
04:25,4849.48,,,,,
04:30,4812.87,,,,,
04:35,4811.88,,,,,
04:40,4787.05,,,,,
04:45,4767.26,,,,,
04:50,4740.08,,,,,
04:55,4706.02,,,,,
05:00,4690.52,,,,,
05:05,4664.95,,,,,
05:10,4628.72,,,,,
05:15,4598.05,,,,,
05:20,4563.19,,,,,
05:25,4505.09,,,,,
05:30,4472.11,,,,,
05:35,4437.28,,,,,
05:40,4403.79,,,,,
05:45,4367.83,,,,,
05:50,4333.83,,,,,
05:55,4290.02,,,,,
06:00,4261.39,,,,,
06:05,4267.59,,,,,
06:10,4244.59,,,,,
06:15,4245.76,,,,,
06:20,4228.22,,,,,
06:25,4199.99,,,,,
06:30,4205.73,,,,,
06:35,4224.54,,,,,
06:40,4179.32,,,,,
06:45,4188.41,,,,,
06:50,4199.96,,,,,
06:55,4172.81,,,,,
07:00,4194.5,,,,,
07:05,4170.57,,,,,
07:10,4184.88,,,,,
07:15,4181.33,,,,,
07:20,4175.12,,,,,
07:25,4180.52,,,,,
07:30,4186.76,,,,,
07:35,4198.51,,,,,
07:40,4175.18,,,,,
07:45,4196.88,,,,,
07:50,4210.88,,,,,
07:55,4197.63,,,,,
08:00,4191.01,,,,,
08:05,4225.41,,,,,
08:10,4218.77,,,,,
08:15,4233.52,,,,,
08:20,4244.56,,,,,
08:25,4279.81,,,,,
08:30,4312.19,,,,,
08:35,4277.45,,,,,
08:40,4314.77,,,,,
08:45,4333.79,,,,,
08:50,4362.08,,,,,
08:55,4391.14,,,,,
09:00,4422.36,,,,,
09:05,4470.93,,,,,
09:10,4463.44,,,,,
09:15,4531.12,,,,,
09:20,4600.28,,,,,
09:25,4710.81,,,,,
09:30,4735.83,,,,,
09:35,4769.25,,,,,
09:40,4820.53,,,,,
09:45,4855.11,,,,,
09:50,4867.83,,,,,
09:55,4940.27,,,,,
10:00,4968.13,,,,,
10:05,5056.17,,,,,
10:10,5048.36,,,,,
10:15,5036.51,,,,,
10:20,5115.31,,,,,
10:25,5095.21,,,,,
10:30,5157.9,,,,,
10:35,5200.59,,,,,
10:40,5188.47,,,,,
10:45,5266.8,,,,,
10:50,5278.22,,,,,
10:55,5328.53,,,,,
11:00,5365.57,,,,,
11:05,5316.92,,,,,
11:10,5175.32,,,,,
11:15,5203.49,,,,,
11:20,5295.93,,,,,
11:25,5353.22,,,,,
11:30,5364.57,,,,,
11:35,5402.48,,,,,
11:40,5440.11,,,,,
11:45,5462.38,,,,,
11:50,5505.02,,,,,
11:55,5536.55,,,,,
12:00,5560.51,,,,,
12:05,5551.68,,,,,
12:10,5567.41,,,,,
12:15,5557.4,,,,,
12:20,5621.29,,,,,
12:25,5587.4,,,,,
12:30,5690.74,,,,,
12:35,5674.58,,,,,
12:40,5693.76,,,,,
12:45,5703.9,,,,,
12:50,5676.83,,,,,
12:55,5669.62,,,,,
13:00,5642.38,,,,,
13:05,5594.82,,,,,
13:10,5581.64,,,,,
13:15,5567.87,,,,,
13:20,5605.74,,,,,
13:25,5610.05,,,,,
13:30,5598.39,,,,,
13:35,5629.7,,,,,
13:40,5675.69,,,,,
13:45,5710.41,,,,,
13:50,5771.64,,,,,
13:55,5767.73,,,,,
14:00,5792.26,,,,,
14:05,5834.39,,,,,
14:10,5853.82,,,,,
14:15,5908.25,,,,,
14:20,5941.21,,,,,
14:25,6004.07,,,,,
14:30,6049.95,,,,,
14:35,6054.02,,,,,
14:40,6138.48,,,,,
14:45,6079.36,,,,,
14:50,6096.62,,,,,
14:55,6131.29,,,,,
15:00,6167.35,,,,,
15:05,6159.06,,,,,
15:10,6162.15,,,,,
15:15,6180.07,,,,,
15:20,6173.68,,,,,
15:25,6149.59,,,,,
15:30,6195.99,,,,,
15:35,6236.27,,,,,
15:40,6138.1,,,,,
15:45,6197.12,,,,,
15:50,6176.45,,,,,
15:55,6160.91,,,,,
16:00,6200.85,,,,,
16:05,6119.41,,,,,
16:10,6091.06,,,,,
16:15,6101.54,,,,,
16:20,6073.82,,,,,
16:25,6070.57,,,,,
16:30,6074.27,,,,,
16:35,6026.74,,,,,
16:40,6025.19,,,,,
16:45,5976.4,,,,,
16:50,5969.62,,,,,
16:55,5931.59,,,,,
17:00,5918.85,,,,,
17:05,5914.55,,,,,
17:10,5844.34,,,,,
17:15,5836.21,,,,,
17:20,5810.82,,,,,
17:25,5744.51,,,,,
17:30,5695.51,,,,,
17:35,5653.18,,,,,
17:40,5616.98,,,,,
17:45,5608.53,,,,,
17:50,5579.3,,,,,
17:55,5553.81,,,,,
18:00,5495.59,,,,,
18:05,5488.06,,,,,
18:10,5360.46,,,,,
18:15,5359.16,,,,,
18:20,5307.47,,,,,
18:25,5318.2,,,,,
18:30,5256.08,,,,,
18:35,5234.74,,,,,
18:40,5226.82,,,,,
18:45,5205.09,,,,,
18:50,5184.3,,,,,
18:55,5168.88,,,,,
19:00,5145.13,,,,,
19:05,5150.1,,,,,
19:10,5134.71,,,,,
19:15,5144.46,,,,,
19:20,5151.9,,,,,
19:25,5148.66,,,,,
19:30,5183.64,,,,,
19:35,5195.31,,,,,
19:40,5209.86,,,,,
19:45,5210.54,,,,,
19:50,5248.9,,,,,
19:55,5272.91,,,,,
20:00,5203.59,,,,,
20:05,5216.12,,,,,
20:10,5245.68,,,,,
20:15,5245.13,,,,,
20:20,5272.97,,,,,
20:25,5316.69,,,,,
20:30,5294.21,,,,,
20:35,5317.76,,,,,
20:40,5300.9,,,,,
20:45,5350.12,,,,,
20:50,5372.47,,,,,
20:55,5385.65,,,,,
21:00,5356.86,,,,,
21:05,5370.38,,,,,
21:10,5396,,,,,
21:15,5432.65,,,,,
21:20,5488.96,,,,,
21:25,5504.6,,,,,
21:30,5551.93,,,,,
21:35,5601.03,,,,,
21:40,5654.03,,,,,
21:45,5704.09,,,,,
21:50,5748.8,,,,,
21:55,5773.21,,,,,
22:00,5820.36,,,,,
22:05,5861.46,,,,,
22:10,5854.07,,,,,
22:15,5898.02,,,,,
22:20,5937.48,,,,,
22:25,6017.07,,,,,
