time,value,,,,,
,,,,,,
00:00,4829.44,,,,,
00:05,4789.25,,,,,
00:10,4775.92,,,,,
00:15,4783.78,,,,,
00:20,4744.87,,,,,
00:25,4734.78,,,,,
00:30,4701.73,,,,,
00:35,4687.3,,,,,
00:40,4666.29,,,,,
00:45,4658.74,,,,,
00:50,4633.55,,,,,
00:55,4600.14,,,,,
01:00,4571.88,,,,,
01:05,4546.46,,,,,
01:10,4530.25,,,,,
01:15,4506.7,,,,,
01:20,4492.83,,,,,
01:25,4464.75,,,,,
01:30,4445.81,,,,,
01:35,4432.99,,,,,
01:40,4405.54,,,,,
01:45,4391.15,,,,,
01:50,4382.69,,,,,
01:55,4354.14,,,,,
02:00,4331.07,,,,,
02:05,4300.24,,,,,
02:10,4282.09,,,,,
02:15,4269,,,,,
02:20,4236.97,,,,,
02:25,4230.69,,,,,
02:30,4203.94,,,,,
02:35,4156.08,,,,,
02:40,4164.21,,,,,
02:45,4139.05,,,,,
02:50,4105.9,,,,,
02:55,4081.73,,,,,
03:00,4061.79,,,,,
03:05,4035.36,,,,,
03:10,4029.23,,,,,
03:15,4006.85,,,,,
03:20,4001.55,,,,,
03:25,3993.57,,,,,
03:30,3973.89,,,,,
03:35,3972.69,,,,,
03:40,3954.09,,,,,
03:45,3933.81,,,,,
03:50,3869.48,,,,,
03:55,3906.36,,,,,
04:00,3881.96,,,,,
04:05,3891.47,,,,,
04:10,3880.33,,,,,
04:15,3854.11,,,,,
04:20,3846.72,,,,,
04:25,3837.2,,,,,
04:30,3827.44,,,,,
04:35,3827.32,,,,,
04:40,3819.47,,,,,
04:45,3789.81,,,,,
04:50,3758.36,,,,,
04:55,3754.19,,,,,
05:00,3720.78,,,,,
05:05,3714.86,,,,,
05:10,3650.15,,,,,
05:15,3690.29,,,,,
05:20,3655.07,,,,,
05:25,3591.17,,,,,
05:30,3571.06,,,,,
05:35,3558.91,,,,,
05:40,3540,,,,,
05:45,3535.41,,,,,
05:50,3536.44,,,,,
05:55,3489.82,,,,,
06:00,3468.72,,,,,
06:05,3467.75,,,,,
06:10,3457.24,,,,,
06:15,3475.84,,,,,
06:20,3460.46,,,,,
06:25,3535.45,,,,,
06:30,3566.35,,,,,
06:35,3517.81,,,,,
06:40,3509.71,,,,,
06:45,3495.1,,,,,
06:50,3579.43,,,,,
06:55,3474.14,,,,,
07:00,3457.06,,,,,
07:05,3496.65,,,,,
07:10,3471.46,,,,,
07:15,3440.82,,,,,
07:20,3410.63,,,,,
