time,value,,,,,
,,,,,,
00:00,5036.98,,,,,
00:05,4975.59,,,,,
00:10,4961.71,,,,,
00:15,4936.62,,,,,
00:20,4909.46,,,,,
00:25,4891.39,,,,,
00:30,4865.19,,,,,
00:35,4880.94,,,,,
00:40,4833.38,,,,,
00:45,4797.54,,,,,
00:50,4791.9,,,,,
00:55,4769.93,,,,,
01:00,4742.13,,,,,
01:05,4719.03,,,,,
01:10,4720.14,,,,,
01:15,4672.84,,,,,
01:20,4651.83,,,,,
01:25,4643.01,,,,,
01:30,4631.92,,,,,
01:35,4598.6,,,,,
01:40,4567.86,,,,,
01:45,4562.27,,,,,
01:50,4525.38,,,,,
01:55,4512.28,,,,,
02:00,4478.65,,,,,
02:05,4452.94,,,,,
02:10,4433.75,,,,,
02:15,4423.49,,,,,
02:20,4398.5,,,,,
02:25,4372.53,,,,,
02:30,4353.26,,,,,
02:35,4344.54,,,,,
02:40,4325.15,,,,,
02:45,4294.73,,,,,
02:50,4273.49,,,,,
02:55,4250.5,,,,,
03:00,4228.55,,,,,
03:05,4214.44,,,,,
03:10,4201.83,,,,,
03:15,4176.28,,,,,
03:20,4150.5,,,,,
03:25,4130.85,,,,,
03:30,4118.03,,,,,
03:35,4102.77,,,,,
03:40,4065.98,,,,,
03:45,4065.17,,,,,
03:50,4048.33,,,,,
03:55,4035.76,,,,,
04:00,4023.63,,,,,
04:05,3989.23,,,,,
04:10,3984.88,,,,,
04:15,3951.97,,,,,
04:20,3946.54,,,,,
04:25,3942.86,,,,,
04:30,3920.1,,,,,
04:35,3894.31,,,,,
04:40,3879.65,,,,,
04:45,3870.08,,,,,
04:50,3838.79,,,,,
04:55,3809.74,,,,,
05:00,3800.86,,,,,
05:05,3775.27,,,,,
05:10,3755.71,,,,,
05:15,3729,,,,,
05:20,3670.17,,,,,
05:25,3700.72,,,,,
05:30,3656.63,,,,,
05:35,3643.74,,,,,
05:40,3601.95,,,,,
05:45,3588.67,,,,,
05:50,3564.9,,,,,
05:55,3556.44,,,,,
06:00,3551.78,,,,,
06:05,3550.93,,,,,
06:10,3543.99,,,,,
06:15,3525.73,,,,,
06:20,3554.17,,,,,
06:25,3509.35,,,,,
06:30,3537.7,,,,,
06:35,3550.93,,,,,
06:40,3521.06,,,,,
06:45,3528.15,,,,,
06:50,3515,,,,,
06:55,3505.22,,,,,
07:00,3508.69,,,,,
07:05,3488.47,,,,,
07:10,3471.82,,,,,
07:15,3476.87,,,,,
07:20,3465.57,,,,,
07:25,3462.4,,,,,
07:30,3462.83,,,,,
07:35,3485.87,,,,,
07:40,3477.43,,,,,
07:45,3463.01,,,,,
07:50,3505.59,,,,,
07:55,3481.8,,,,,
08:00,3502.78,,,,,
08:05,3461.07,,,,,
08:10,3484.71,,,,,
08:15,3503.62,,,,,
08:20,3484.52,,,,,
08:25,3528.67,,,,,
08:30,3536.58,,,,,
08:35,3525.25,,,,,
08:40,3526.12,,,,,
08:45,3517.73,,,,,
08:50,3547.75,,,,,
08:55,3560.8,,,,,
09:00,3543.32,,,,,
09:05,3580.99,,,,,
09:10,3650.95,,,,,
09:15,3657.85,,,,,
09:20,3720.38,,,,,
09:25,3773.09,,,,,
09:30,3751.13,,,,,
09:35,3827.79,,,,,
09:40,3869.38,,,,,
09:45,3890.96,,,,,
09:50,3929.6,,,,,
09:55,3946.7,,,,,
10:00,3973.55,,,,,
10:05,4001.21,,,,,
10:10,4013.51,,,,,
10:15,4040.64,,,,,
10:20,4101.92,,,,,
10:25,4118.41,,,,,
10:30,4131.91,,,,,
10:35,4163.26,,,,,
10:40,4178.39,,,,,
10:45,4183.41,,,,,
10:50,4145.97,,,,,
10:55,4220.37,,,,,
11:00,4232.14,,,,,
11:05,4264.36,,,,,
11:10,4242.79,,,,,
11:15,4252.86,,,,,
11:20,4292.97,,,,,
11:25,4286.69,,,,,
11:30,4316.65,,,,,
11:35,4335.95,,,,,
11:40,4293.14,,,,,
11:45,4317.06,,,,,
11:50,4338.58,,,,,
11:55,4340.12,,,,,
12:00,4361.15,,,,,
12:05,4361.47,,,,,
12:10,4357.42,,,,,
12:15,4333.88,,,,,
12:20,4343.03,,,,,
12:25,4294.67,,,,,
12:30,4355.14,,,,,
12:35,4355.67,,,,,
12:40,4363.88,,,,,
12:45,4388.78,,,,,
12:50,4353.22,,,,,
12:55,4343.52,,,,,
13:00,4311.68,,,,,
13:05,4296.08,,,,,
13:10,4263.15,,,,,
13:15,4236.95,,,,,
13:20,4260.17,,,,,
13:25,4242.45,,,,,
13:30,4218.76,,,,,
13:35,4270.75,,,,,
13:40,4328.44,,,,,
13:45,4333.51,,,,,
13:50,4370.28,,,,,
13:55,4383.17,,,,,
14:00,4385.08,,,,,
14:05,4432.59,,,,,
14:10,4444.16,,,,,
14:15,4488.38,,,,,
14:20,4494.92,,,,,
14:25,4530.64,,,,,
14:30,4561.38,,,,,
