time,value
00:00,4689.070
00:05,4643.680
00:10,4647.620
00:15,4595.860
00:20,4605.340
00:25,4598.700
00:30,4579.870
00:35,4560.810
00:40,4532.630
00:45,4526.850
00:50,4495.900
00:55,4472.300
01:00,4455.020
01:05,4441.850
01:10,4403.180
01:15,4381.550
01:20,4361.730
01:25,4347.540
01:30,4305.290
01:35,4281.490
01:40,4271.080
01:45,4243.620
01:50,4222.060
01:55,4204.470
02:00,4178.920
02:05,4154.880
02:10,4149.730
02:15,4129.260
02:20,4082.990
02:25,4070.080
02:30,4069.350
02:35,4044.560
02:40,4021.340
02:45,4011.210
02:50,3989.580
02:55,3953.320
03:00,3938.940
03:05,3923.520
03:10,3899.070
03:15,3834.790
03:20,3827.350
03:25,3799.920
03:30,3776.460
03:35,3766.180
03:40,3745.960
03:45,3754.940
03:50,3735.420
03:55,3722.790
04:00,3700.680
04:05,3690.620
04:10,3682.590
04:15,3646.390
04:20,3639.210
04:25,3618.550
04:30,3596.430
04:35,3590.830
04:40,3576.650
04:45,3559.010
04:50,3545.020
04:55,3534.880
05:00,3507.890
05:05,3510.040
05:10,3477.560
05:15,3491.640
05:20,3474.090
05:25,3444.740
05:30,3416.930
05:35,3414.410
05:40,3403.260
05:45,3350.120
05:50,3325.260
05:55,3340.240
06:00,3338.760
06:05,3357.450
06:10,3358.160
06:15,3354.150
06:20,3339.580
06:25,3331.400
06:30,3328.340
06:35,3315.330
06:40,3342.720
06:45,3314.910
06:50,3320.390
06:55,3318.510
07:00,3298.280
07:05,3305.370
07:10,3302.010
07:15,3294.380
07:20,3281.720
07:25,3296.240
07:30,3287.680
07:35,3276.810
07:40,3274.060
07:45,3307.920
07:50,3256.060
07:55,3287.170
08:00,3220.610
08:05,3260.550
08:10,3240.300
08:15,3281.550
08:20,3289.720
08:25,3259.780
08:30,3272.050
08:35,3280.730
08:40,3269.190
08:45,3297.510
08:50,3271.060
08:55,3284.630
09:00,3285.370
09:05,3293.850
09:10,3323.900
09:15,3376.770
09:20,3397.690
09:25,3417.570
09:30,3474.250
09:35,3489.860
09:40,3481.170
09:45,3506.580
09:50,3521.030
09:55,3528.530
10:00,3558.140
10:05,3608.000
10:10,3599.900
10:15,3653.490
10:20,3673.170
10:25,3651.500
10:30,3719.500
10:35,3741.120
10:40,3744.630
10:45,3748.930
10:50,3779.640
10:55,3788.380
11:00,3817.750
11:05,3814.800
11:10,3845.890
11:15,3849.640
11:20,3887.410
11:25,3868.980
11:30,3901.240
11:35,3901.470
11:40,3915.000
11:45,3928.790
11:50,3944.590
11:55,3967.990
12:00,3966.750
12:05,3970.450
12:10,3948.690
12:15,3973.070
12:20,3973.200
12:25,3973.820
12:30,4028.530
12:35,4013.360
12:40,4027.370
12:45,4010.020
12:50,3950.530
12:55,3960.440
13:00,3915.490
13:05,3916.700
13:10,3914.710
13:15,3939.200
13:20,3914.380
13:25,3911.470
13:30,3994.650
13:35,3983.800
13:40,3977.650
13:45,4036.240
13:50,4083.500
13:55,4144.140
14:00,4102.710
14:05,4156.480
14:10,4192.070
14:15,4175.200
14:20,4191.670
14:25,4214.220
14:30,4232.190
14:35,4262.800
14:40,4286.350
14:45,4307.520
14:50,4344.040
14:55,4318.710
15:00,4368.350
15:05,4355.000
15:10,4372.740
15:15,4394.360
15:20,4392.630
15:25,4381.890
15:30,4398.500
15:35,4390.140
15:40,4386.030
15:45,4394.480
15:50,4403.170
15:55,4372.790
16:00,4356.690
16:05,4380.030
16:10,4369.810
16:15,4309.040
16:20,4312.180
16:25,4283.880
16:30,4317.690
16:35,4288.930
16:40,4239.120
16:45,4256.090
16:50,4218.510
16:55,4210.290
17:00,4203.110
17:05,4188.870
17:10,4148.190
17:15,4147.590
17:20,4132.340
17:25,4117.790
17:30,4096.770
17:35,4070.590
17:40,4061.760
17:45,4034.780
17:50,4048.660
17:55,4006.450
18:00,3988.970
18:05,3970.190
18:10,3972.140
18:15,3980.580
18:20,3995.570
18:25,3930.330
18:30,3946.660
18:35,3937.310
18:40,3950.450
18:45,3924.800
18:50,3964.840
18:55,3934.140
19:00,3988.690
19:05,3991.820
19:10,3997.330
19:15,4037.210
19:20,4054.990
19:25,4072.920
19:30,4070.330
19:35,4093.850
19:40,4120.450
19:45,4114.970
19:50,4112.650
19:55,4109.490
20:00,4114.550
20:05,4102.750
20:10,4106.620
20:15,4125.130
20:20,4119.820
20:25,4152.740
20:30,4156.600
20:35,4185.350
20:40,4170.300
20:45,4167.630
20:50,4168.570
20:55,4163.980
21:00,4179.500
21:05,4187.160
21:10,4212.480
21:15,4204.690
21:20,4251.390
21:25,4265.950
21:30,4327.280
21:35,4357.750
21:40,4381.530
21:45,4430.010
21:50,4382.330
21:55,4550.960
22:00,4555.350
22:05,4579.250
22:10,4603.560
22:15,4621.540
22:20,4677.330
22:25,4704.770
22:30,4746.520
22:35,4752.440
22:40,4788.190
22:45,4817.370
22:50,4861.780
22:55,4898.370
23:00,4911.600
23:05,4930.150
23:10,4927.070
23:15,4953.140
23:20,4961.400
23:25,4965.140
23:30,4974.380
23:35,4972.740
23:40,4950.690
23:45,4944.520
23:50,4925.650
23:55,4920.570
