time,value
00:00,4850.200
00:05,4817.800
00:10,4802.810
00:15,4783.450
00:20,4779.960
00:25,4760.560
00:30,4749.360
00:35,4712.420
00:40,4692.380
00:45,4664.700
00:50,4629.000
00:55,4605.170
01:00,4585.180
01:05,4562.420
01:10,4531.630
01:15,4510.320
01:20,4491.510
01:25,4475.110
01:30,4460.280
01:35,4490.730
01:40,4523.540
01:45,4500.800
01:50,4385.860
01:55,4376.550
02:00,4364.020
02:05,4324.850
02:10,4305.780
02:15,4305.090
02:20,4287.250
02:25,4261.860
02:30,4262.300
02:35,4223.420
02:40,4206.310
02:45,4188.790
02:50,4166.010
02:55,4135.800
03:00,4143.670
03:05,4099.200
03:10,4088.410
03:15,4077.260
03:20,4055.240
03:25,4041.440
03:30,4022.000
03:35,4004.100
03:40,3992.340
03:45,3974.010
03:50,3958.190
03:55,3931.940
04:00,3928.980
04:05,3918.420
04:10,3878.360
04:15,3863.850
04:20,3853.680
04:25,3838.620
04:30,3815.440
04:35,3791.510
04:40,3786.300
04:45,3763.910
04:50,3745.880
04:55,3743.820
05:00,3729.710
05:05,3730.580
05:10,3717.170
05:15,3711.090
05:20,3716.150
05:25,3694.690
05:30,3691.570
05:35,3658.140
05:40,3655.690
05:45,3598.690
05:50,3632.050
05:55,3612.240
06:00,3607.550
06:05,3620.290
06:10,3626.670
06:15,3619.530
06:20,3638.970
06:25,3672.300
06:30,3634.040
06:35,3626.790
06:40,3692.060
06:45,3613.270
06:50,3637.420
06:55,3649.230
07:00,3625.890
07:05,3622.970
07:10,3624.450
07:15,3595.780
07:20,3629.090
07:25,3570.890
07:30,3535.400
07:35,3466.860
07:40,3545.520
07:45,3542.720
07:50,3578.710
07:55,3594.550
08:00,3607.910
08:05,3595.310
08:10,3663.800
08:15,3640.520
08:20,3690.080
08:25,3709.300
08:30,3720.390
08:35,3706.340
08:40,3723.500
08:45,3711.910
08:50,3788.870
08:55,3750.170
09:00,3817.240
09:05,3824.740
09:10,3852.330
09:15,3987.930
09:20,3991.160
09:25,4084.490
09:30,4119.260
09:35,4208.610
09:40,4184.760
09:45,4301.630
09:50,4332.620
09:55,4367.220
10:00,4421.940
10:05,4352.270
10:10,4392.430
10:15,4464.190
10:20,4526.000
10:25,4528.640
10:30,4509.470
10:35,4581.700
10:40,4611.070
10:45,4605.360
10:50,4640.130
10:55,4661.000
11:00,4665.230
11:05,4669.420
11:10,4637.140
11:15,4687.300
11:20,4609.390
11:25,4691.630
11:30,4733.790
11:35,4718.020
11:40,4748.130
11:45,4758.340
11:50,4756.910
11:55,4760.850
12:00,4758.190
12:05,4747.350
12:10,4744.690
12:15,4747.330
12:20,4747.520
12:25,4770.700
12:30,4766.370
12:35,4790.150
12:40,4788.970
12:45,4775.750
12:50,4777.780
12:55,4751.860
13:00,4713.500
13:05,4621.490
13:10,4576.440
13:15,4608.540
13:20,4617.460
13:25,4582.640
13:30,4603.440
13:35,4700.810
13:40,4717.890
13:45,4729.180
13:50,4775.820
13:55,4802.930
14:00,4849.050
14:05,4858.730
14:10,4909.290
14:15,4983.350
14:20,4969.870
14:25,5034.660
14:30,5067.970
14:35,5085.330
14:40,5122.680
14:45,5179.160
14:50,5209.070
14:55,5241.520
15:00,5228.490
15:05,5228.980
15:10,5270.830
15:15,5329.290
15:20,5314.430
15:25,5340.240
15:30,5360.540
15:35,5293.360
15:40,5336.650
15:45,5324.520
15:50,5304.660
15:55,5280.300
16:00,5284.410
16:05,5262.180
16:10,5268.010
16:15,5237.250
16:20,5243.480
16:25,5231.580
16:30,5196.430
16:35,5157.590
16:40,5182.670
16:45,5135.470
16:50,5021.160
16:55,5051.110
17:00,5053.910
17:05,4998.110
17:10,4996.880
17:15,4967.290
17:20,4952.980
17:25,4887.840
17:30,4878.140
17:35,4807.570
17:40,4828.970
17:45,4759.320
17:50,4750.800
17:55,4677.550
18:00,4608.260
18:05,4559.300
18:10,4524.410
18:15,4486.100
18:20,4386.620
18:25,4353.690
18:30,4335.530
18:35,4301.570
18:40,4177.120
18:45,4195.760
18:50,4230.050
18:55,4217.160
19:00,4213.120
19:05,4204.330
19:10,4243.100
19:15,4208.960
19:20,4197.380
19:25,4235.370
19:30,4256.030
19:35,4236.620
19:40,4233.310
19:45,4252.140
19:50,4285.070
19:55,4307.160
20:00,4270.660
20:05,4242.340
20:10,4198.820
20:15,4205.580
20:20,4221.500
20:25,4231.010
20:30,4197.150
20:35,4191.180
20:40,4196.620
20:45,4206.420
20:50,4202.740
20:55,4163.960
21:00,4152.710
21:05,4136.000
21:10,4163.130
21:15,4135.600
21:20,4136.690
21:25,4256.030
21:30,4231.840
21:35,4285.980
21:40,4319.610
21:45,4387.590
21:50,4384.690
21:55,4399.150
22:00,4488.530
22:05,4541.630
22:10,4532.810
22:15,4553.250
22:20,4615.840
22:25,4652.930
22:30,4664.520
22:35,4736.940
22:40,4773.120
22:45,4807.100
22:50,4838.990
22:55,4861.260
23:00,4862.060
23:05,4852.420
23:10,4877.530
23:15,4895.790
23:20,4886.540
23:25,4874.330
23:30,4895.760
23:35,4884.860
23:40,4866.320
23:45,4865.980
23:50,4837.080
23:55,4818.690
